Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
Homicides pour d'autres motifs;2;1;0;0;0;4;0;1;2;1;1;0;0;1;0;2;1;0;0;1;0;0;0;1;0;1;0;2;0;1;2;2;0;2;0;1;0;5;1;0;1;2;0;0;1;0;1;1;0;2;1;0;0;0;2;0;0;2;0;1;2;0;0;5;1;1;1;1;0;3;1;1;2;0;0;3;0;1;3;2;0;0;1;3;1;0;0;0;0;0;0;4;2;2;1;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Tentatives homicides pour d'autres motifs;4;0;1;2;0;1;1;0;0;7;1;0;3;1;0;0;1;0;0;1;0;0;0;0;1;2;0;2;0;1;0;3;0;0;2;0;0;8;1;0;0;0;2;0;2;4;0;0;0;0;1;0;2;0;0;0;5;0;1;14;0;0;5;2;1;0;0;2;0;0;0;3;0;0;0;5;1;6;2;0;0;1;0;3;2;1;1;0;0;0;0;3;1;3;4;6;
Coups et blessures volontaires suivis de mort;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2;1;2;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;50;108;35;17;16;237;37;66;18;93;54;28;339;116;6;45;98;60;46;103;55;20;32;154;132;117;62;137;23;30;111;203;19;203;196;126;42;97;164;31;24;28;105;18;299;182;8;48;15;94;62;125;25;31;161;25;75;205;33;525;195;42;312;68;42;26;88;274;165;414;41;67;71;50;106;482;256;285;337;23;136;45;26;262;96;60;32;41;88;65;30;328;345;581;332;400;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
Prises d'otages dans un autre but;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Séquestrations;2;1;0;0;0;2;0;0;0;1;1;2;5;0;1;0;0;1;0;2;1;0;0;2;3;0;3;0;2;0;1;3;0;8;3;1;1;1;4;0;0;0;0;0;12;4;1;1;0;1;0;4;0;0;0;0;0;2;0;8;5;0;3;1;0;0;0;5;1;7;0;1;1;0;0;20;7;2;8;0;2;0;0;4;2;0;0;0;0;0;1;5;5;11;5;2;
