Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
Homicides pour d'autres motifs;1;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;2;0;0;0;1;2;0;0;0;0;1;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;3;0;1;1;0;1;2;1;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;2;0;0;1;0;2;0;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;1;0;0;0;1;2;0;0;0;0;1;0;3;0;0;0;0;0;0;1;1;0;1;3;0;0;0;8;0;0;0;2;0;4;0;2;0;0;5;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;4;2;0;1;1;1;1;0;3;0;4;0;0;2;0;1;7;0;7;0;0;1;0;0;1;0;2;0;0;0;0;0;5;1;7;4;9;
Coups et blessures volontaires suivis de mort;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;73;109;44;30;24;283;41;44;18;76;53;22;419;118;7;33;86;50;31;79;99;15;27;109;92;119;69;107;19;25;163;229;37;253;137;162;39;54;201;17;42;45;108;27;160;147;19;50;6;91;48;123;31;34;123;26;67;170;31;672;216;45;377;80;50;22;67;184;137;473;24;68;77;71;132;651;234;386;223;30;139;44;31;217;75;60;35;45;62;81;28;367;366;660;323;443;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;1;0;0;0;2;0;1;0;1;2;0;8;3;0;0;1;0;1;0;0;0;0;1;1;1;2;2;0;0;0;4;0;5;1;1;1;1;2;0;0;1;3;2;4;4;0;1;0;3;1;2;2;1;1;0;0;1;0;7;3;1;4;1;2;0;0;2;2;10;1;0;0;0;0;8;6;2;5;0;1;0;0;3;1;1;0;0;0;2;0;10;4;8;4;7;
