Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;0;0;0;4;1;1;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;1;0;0;0;1;0;0;1;5;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;4;2;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Tentatives homicides pour d'autres motifs;3;0;1;0;0;2;0;0;0;0;0;1;9;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;1;0;1;1;0;0;2;0;0;0;0;1;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2;0;1;0;0;0;0;1;0;2;0;0;0;0;0;6;1;0;0;0;1;0;1;4;0;0;0;0;0;0;0;2;2;2;1;4;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;
Autres coups et blessures volontaires criminels ou correctionnels;93;129;37;32;28;334;54;51;23;89;46;39;604;142;19;71;98;45;36;80;83;11;64;118;104;134;93;120;14;32;152;215;21;324;201;177;43;90;245;34;52;45;159;21;249;164;27;65;9;104;70;149;23;38;178;37;98;220;28;829;229;42;518;118;93;34;135;230;153;465;37;104;86;110;138;862;311;474;316;47;215;67;58;235;87;54;77;57;48;90;36;405;331;725;391;435;
Prises d'otages à l'occasion de vols;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Séquestrations;1;2;0;0;1;2;0;0;0;1;1;1;16;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;3;0;2;2;2;0;0;4;1;0;0;0;0;6;2;0;0;0;0;0;2;1;0;2;1;1;0;0;7;4;1;7;1;0;0;0;1;1;8;1;1;0;0;1;12;3;1;3;0;0;0;1;2;2;0;0;2;0;1;1;8;3;17;3;3;
Menaces ou chantages pour extorsion de fonds;1;1;2;1;0;16;1;1;1;1;8;1;19;4;1;3;6;0;1;2;6;0;2;5;7;6;6;4;2;3;16;16;0;16;11;8;0;4;25;0;0;1;8;1;6;7;1;2;1;9;4;6;1;5;11;2;1;2;0;23;8;3;18;7;6;1;6;10;12;14;2;1;4;6;12;132;6;20;21;1;4;0;1;6;2;5;0;3;1;0;2;22;39;60;90;23;
Menaces ou chantages dans un autre but;33;48;22;8;4;116;22;17;3;22;31;9;276;41;8;17;31;20;18;27;17;5;9;34;46;26;24;43;13;15;73;108;11;102;71;40;17;32;65;12;22;18;43;13;98;61;5;22;6;28;23;73;8;16;48;11;31;89;11;293;63;22;147;40;46;12;56;100;72;199;9;33;25;29;44;383;177;149;134;26;65;26;12;90;62;27;12;10;18;35;10;158;169;248;145;170;
Atteintes à la dignité et à la  personnalité;22;28;8;13;2;89;8;5;4;9;9;3;94;23;4;10;14;10;3;19;20;0;2;17;15;10;19;15;4;15;40;43;5;37;57;18;11;9;64;9;8;4;48;10;29;26;2;12;3;8;8;23;13;5;24;7;15;49;13;120;26;12;56;34;7;7;18;73;28;105;12;13;18;20;26;139;81;39;51;11;20;13;2;39;23;7;14;13;20;7;4;30;28;52;27;65;
Violations de domicile;4;6;3;1;0;18;3;2;0;3;4;0;21;2;1;2;4;2;1;2;8;0;2;2;3;7;1;9;2;3;12;10;0;14;6;8;2;3;3;0;5;1;6;0;11;6;3;3;1;6;6;8;1;1;5;1;9;6;0;27;2;3;15;2;8;1;3;7;3;14;0;1;7;6;8;32;21;13;11;4;1;4;2;10;7;3;2;0;2;5;1;19;12;25;3;13;
Vols à main armée contre des établissements financiers;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;1;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;5;2;2;0;0;0;1;0;3;1;0;0;0;0;0;0;1;3;2;0;0;
Vols à main armée contre des établissements industriels ou commerciaux;1;1;2;3;1;7;1;1;0;1;2;2;45;1;0;0;0;0;2;0;0;0;0;6;4;5;1;0;3;2;1;3;0;2;4;2;0;5;9;0;1;1;1;1;2;2;0;0;0;1;1;3;0;0;4;0;1;3;1;9;7;0;3;4;5;1;0;3;5;17;0;1;1;2;3;35;0;14;4;1;0;1;3;10;6;2;3;0;1;2;1;7;19;39;14;25;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;
Vols à main armée contre des particuliers à leur domicile;1;1;0;1;0;2;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;3;1;3;0;1;1;0;1;1;2;0;0;0;0;0;3;1;1;0;0;1;0;1;0;0;0;0;0;0;0;5;0;0;1;0;0;0;1;0;0;2;1;0;1;0;1;7;1;0;1;0;1;0;0;0;3;0;0;1;0;0;0;0;1;1;2;2;
Autres vols à main armée;0;3;0;0;0;4;0;0;0;0;0;0;17;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;9;6;0;4;1;2;0;1;1;0;0;0;3;0;0;4;2;0;0;0;0;0;0;0;5;0;0;1;0;5;3;0;1;0;0;1;0;2;4;3;0;0;0;0;0;5;0;3;4;0;3;0;0;1;4;0;0;1;1;0;1;0;5;17;2;8;
Vols avec armes blanches contre des établissements financiers, commerciaux ou industriels;0;0;0;0;0;2;1;0;0;1;1;0;6;0;0;0;2;1;0;1;0;0;0;0;1;1;0;0;0;0;3;4;0;4;1;3;0;0;2;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;4;0;1;2;0;2;0;0;1;0;1;0;0;4;2;3;0;0;0;1;1;6;2;5;2;1;2;0;0;3;0;0;0;0;6;0;1;4;3;10;9;9;
Vols avec armes blanches contre des particuliers à leur domicile;0;0;0;0;0;4;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;3;1;0;0;0;2;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;3;0;0;1;0;5;0;1;0;1;0;0;2;2;0;1;1;1;1;0;0;8;1;0;1;0;2;0;1;3;1;1;0;2;0;0;0;0;0;0;0;1;
Autres vols avec armes blanches;0;3;1;2;0;19;1;1;1;2;1;0;77;2;0;2;0;0;1;3;0;0;0;0;2;1;4;3;0;0;21;31;0;8;9;8;1;1;8;0;0;0;7;0;7;4;0;0;0;0;0;3;2;0;4;0;2;4;0;20;9;0;4;1;0;1;3;6;4;23;1;0;0;0;4;126;3;30;15;1;8;2;2;3;4;1;1;4;0;2;0;26;19;37;24;58;
Vols violents sans arme contre des établissements financiers, commerciaux ou industriels;0;3;1;0;0;2;1;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;1;2;1;0;1;0;0;0;0;2;0;2;3;0;0;0;2;0;0;2;0;0;2;1;0;0;0;0;2;0;0;0;3;0;0;1;0;4;1;0;2;0;1;2;0;3;0;2;2;1;0;0;0;5;2;1;5;0;1;1;0;0;3;0;0;0;0;0;0;2;3;6;2;2;
Vols violents sans arme contre des particuliers à leur domicile;0;1;1;0;0;3;0;1;2;0;0;0;9;0;1;0;1;2;0;0;0;0;0;0;2;1;1;2;0;0;2;4;0;1;1;1;1;1;1;0;1;0;1;0;3;3;0;0;0;2;0;0;0;0;2;0;0;3;0;5;3;2;2;2;0;0;1;1;0;1;2;1;1;1;0;15;1;2;0;2;3;0;0;0;0;1;1;1;2;0;0;2;2;1;0;1;
Vols violents sans arme contre des femmes sur voie publique ou autre lieu public;5;3;5;3;0;154;4;6;1;5;9;2;357;20;2;1;13;2;3;10;3;0;5;5;24;7;10;14;2;0;51;126;0;60;77;23;0;11;26;1;1;3;19;0;15;16;0;5;0;4;0;10;2;1;28;1;1;19;2;162;21;0;26;15;11;2;25;27;15;99;2;1;0;7;18;658;59;134;101;0;10;2;4;27;28;1;2;4;1;3;5;89;168;556;135;130;
Vols violents sans arme contre d'autres victimes;4;7;4;1;1;151;7;4;1;8;5;3;309;19;0;3;12;1;1;11;5;1;0;12;14;19;12;14;0;1;46;140;4;52;57;23;3;8;26;2;1;7;29;2;24;29;2;7;0;14;1;25;7;5;34;2;8;25;4;174;36;1;35;8;8;8;16;34;24;100;2;4;10;8;16;638;83;189;125;1;19;8;3;28;26;4;4;3;8;1;7;162;165;387;174;157;
