Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;2;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;1;0;0;0;0;3;2;0;1;0;1;0;1;1;0;1;0;0;1;0;0;1;2;0;0;0;0;0;0;5;0;0;0;2;1;0;0;0;2;0;1;3;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;2;0;0;0;0;1;1;0;0;0;0;0;9;0;0;0;0;2;0;1;0;0;2;1;3;0;3;0;0;0;0;3;0;2;3;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;3;0;1;0;0;0;0;1;2;2;4;0;0;1;0;12;0;1;0;0;1;0;0;2;1;0;0;0;1;0;0;1;1;5;1;1;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;
Autres coups et blessures volontaires criminels ou correctionnels;102;189;72;29;25;408;59;70;35;79;68;32;764;164;26;71;144;64;48;89;115;15;76;151;121;174;95;211;21;38;185;358;21;319;274;224;55;115;256;54;72;70;188;25;288;176;17;43;19;134;72;187;33;53;166;46;131;256;50;938;211;52;640;121;103;38;154;252;198;527;55;104;139;128;140;840;361;400;272;47;202;60;64;299;140;89;77;57;65;99;34;386;306;841;417;453;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;3;1;0;0;0;2;0;0;1;0;0;0;10;2;0;0;2;0;0;1;1;0;0;0;3;2;0;1;0;2;0;5;1;1;4;1;0;2;2;0;1;0;1;0;5;1;0;0;0;0;1;2;0;1;2;0;3;1;0;7;1;2;5;1;1;1;1;1;4;7;1;2;1;1;0;14;7;4;5;1;2;0;0;2;2;0;0;1;1;2;2;7;2;9;6;7;
Menaces ou chantages pour extorsion de fonds;4;3;0;0;0;12;2;3;1;2;3;5;33;3;0;1;1;5;1;3;5;0;5;4;4;3;5;7;1;1;10;21;0;16;7;7;1;3;20;1;2;1;7;1;8;5;1;2;0;4;1;2;0;3;5;1;6;5;1;26;4;2;4;3;2;1;2;11;21;21;3;5;5;7;5;102;16;11;20;2;6;2;2;17;5;5;0;3;0;3;1;29;26;50;52;27;
