Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;
Homicides pour voler et à l'occasion de vols;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;1;0;1;0;0;1;0;0;0;0;3;0;4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;3;2;0;1;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;2;2;2;0;3;0;0;0;0;1;1;0;0;0;2;0;0;3;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;1;1;1;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Tentatives homicides pour d'autres motifs;1;1;0;1;0;1;0;0;0;0;4;0;1;0;0;1;2;1;0;0;0;0;0;0;2;3;1;0;1;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;1;0;1;3;0;0;1;2;3;1;0;2;0;0;0;0;1;1;2;5;2;3;1;0;1;0;0;0;0;1;0;0;1;0;0;1;5;2;4;3;
Coups et blessures volontaires suivis de mort;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;
Autres coups et blessures volontaires criminels ou correctionnels;66;118;40;22;16;301;31;76;13;64;49;24;420;138;13;37;87;36;27;63;90;5;45;93;79;105;77;103;16;20;118;177;9;247;206;149;26;90;178;30;39;44;78;32;207;98;7;40;4;91;49;131;24;39;141;21;94;151;45;533;169;42;361;65;62;18;61;211;151;443;29;63;70;77;123;731;239;329;280;33;127;47;28;208;58;62;56;39;48;66;41;364;359;556;322;450;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;1;1;0;0;1;7;0;0;0;0;3;0;5;1;0;0;0;1;0;0;1;0;0;1;0;2;0;1;0;0;1;2;0;2;7;0;0;3;0;0;1;2;2;0;1;2;0;0;0;1;0;2;0;0;2;0;1;0;0;5;1;0;3;1;2;0;1;1;1;10;0;0;1;0;2;18;3;6;8;0;1;0;0;1;0;1;2;0;0;2;0;5;8;10;4;1;
Menaces ou chantages pour extorsion de fonds;2;4;2;1;0;21;4;2;0;5;2;0;24;4;0;3;2;1;1;4;8;0;0;4;1;5;5;6;1;2;10;8;0;12;8;2;0;3;16;2;0;2;6;1;12;12;1;0;0;3;2;8;1;0;4;0;1;11;5;25;8;0;13;2;4;2;4;21;8;18;4;4;7;1;8;97;15;36;26;0;8;0;1;7;6;2;2;4;2;3;2;36;35;39;56;41;
Menaces ou chantages dans un autre but;26;28;18;17;5;208;15;22;4;23;14;22;236;57;4;10;34;20;3;43;19;2;19;34;39;25;38;40;14;16;119;109;5;103;88;36;20;45;107;8;16;17;30;13;47;91;9;10;3;51;21;54;9;8;50;7;32;64;19;257;40;10;102;27;38;7;34;110;71;212;13;30;31;25;30;265;142;118;103;11;48;11;15;138;63;17;14;21;27;23;8;151;157;209;127;182;
Atteintes à la dignité et à la  personnalité;12;20;12;6;5;69;11;9;2;7;14;6;58;29;5;16;11;16;3;37;9;0;3;20;10;9;19;27;9;14;32;37;6;22;29;9;7;20;32;2;8;3;13;3;27;29;8;5;2;14;5;19;8;1;25;9;10;36;19;103;22;8;41;17;13;9;12;67;29;78;2;25;4;12;21;109;42;50;18;7;24;16;5;40;27;17;16;10;14;14;4;37;47;52;24;69;
Violations de domicile;5;4;3;0;0;25;2;4;3;5;4;2;12;6;1;1;5;3;1;4;4;0;1;10;2;8;2;9;0;3;9;5;3;3;6;8;1;6;5;0;3;5;5;1;11;8;0;4;1;10;3;7;0;3;6;3;4;7;3;21;4;1;14;6;6;2;7;4;4;15;1;6;4;8;6;28;6;11;9;2;8;3;5;10;10;8;9;4;2;5;2;13;10;27;16;19;
Vols à main armée contre des établissements financiers;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;1;0;2;2;0;1;0;0;0;0;3;0;5;0;0;0;0;0;19;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;2;4;
Vols à main armée contre des établissements industriels ou commerciaux;2;0;1;0;0;3;0;1;0;0;1;0;27;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;4;0;0;0;0;3;0;3;0;1;6;1;1;0;0;0;1;2;0;0;0;1;2;1;0;0;1;1;1;0;0;12;1;0;5;0;0;0;0;3;0;9;0;0;0;0;3;21;4;3;2;0;0;0;0;1;3;0;1;0;0;1;0;6;7;21;12;11;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vols à main armée contre des particuliers à leur domicile;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;1;2;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;4;2;
