Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;1;1;0;4;2;0;0;0;1;2;8;1;0;0;0;0;0;1;2;0;0;0;0;0;2;1;2;1;2;1;0;0;3;0;0;0;5;0;0;0;1;0;0;2;0;0;0;0;1;0;1;0;1;0;0;1;0;3;2;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;2;1;3;3;1;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
Tentatives homicides pour d'autres motifs;0;3;1;0;0;1;1;1;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;2;0;3;1;0;1;3;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;1;1;6;1;0;4;0;0;0;1;0;3;1;0;1;0;0;1;5;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;5;2;8;7;4;
Coups et blessures volontaires suivis de mort;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;
Autres coups et blessures volontaires criminels ou correctionnels;58;85;35;10;9;181;13;51;24;78;28;24;314;105;5;32;76;44;10;71;83;7;37;85;91;79;56;142;11;30;88;120;6;148;126;110;28;94;193;33;30;27;63;15;167;138;8;36;7;102;34;84;24;25;87;25;67;134;20;367;178;29;235;94;51;20;79;258;130;277;27;57;68;35;62;400;151;267;230;22;103;29;31;170;58;45;18;38;40;46;21;202;227;466;261;321;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;1;0;0;0;4;0;0;0;0;0;0;8;0;0;1;2;0;1;0;0;0;0;2;0;1;2;3;0;0;1;2;0;0;2;3;0;1;1;0;0;1;1;0;2;2;0;1;0;0;0;1;0;0;1;1;0;2;0;5;5;0;3;2;2;0;0;5;0;3;1;0;0;0;2;15;3;4;3;1;2;0;0;3;1;0;1;0;0;0;0;2;1;4;7;1;
