Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;0;0;0;1;0;1;0;0;0;1;4;2;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;2;2;0;1;0;0;0;0;5;1;0;0;1;1;2;1;0;2;0;0;0;1;0;0;1;0;0;2;0;2;1;1;0;0;0;0;0;0;1;2;0;1;1;0;0;4;1;2;1;0;0;0;1;1;0;1;0;0;1;0;0;2;1;4;2;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;
Tentatives homicides pour d'autres motifs;0;0;0;0;0;4;0;0;1;0;0;1;11;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;1;0;0;4;0;0;0;1;1;1;0;0;3;0;0;1;1;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;2;0;1;0;0;0;0;1;8;1;1;4;0;0;0;0;2;0;0;1;0;0;0;0;0;2;5;2;0;
Coups et blessures volontaires suivis de mort;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;97;114;52;14;11;284;48;49;21;65;59;42;522;161;14;50;96;67;43;92;95;9;45;124;92;134;74;139;9;25;157;253;20;369;203;201;26;85;239;46;62;63;130;19;245;134;19;53;5;99;100;174;41;34;178;27;123;224;40;862;206;41;513;86;96;38;95;215;158;539;47;66;105;89;153;843;351;372;250;41;162;42;40;193;98;59;41;63;60;91;32;369;382;768;400;414;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;1;1;0;0;0;0;0;0;0;0;2;0;7;1;1;0;0;0;0;2;3;0;0;1;2;1;0;1;2;0;3;5;0;6;5;3;0;1;2;1;0;0;2;0;5;2;0;0;0;0;0;3;2;1;1;0;0;1;0;13;2;0;3;0;1;1;2;4;0;7;0;1;0;0;0;14;3;3;3;1;3;0;4;2;2;0;0;0;1;1;0;8;13;8;5;3;
Menaces ou chantages pour extorsion de fonds;4;5;1;1;1;18;1;1;0;2;6;2;28;7;0;1;3;4;0;3;7;0;0;7;2;11;2;6;2;1;12;32;1;10;12;6;1;1;11;0;0;0;8;1;12;4;1;0;0;5;6;4;1;1;5;1;4;7;0;18;7;1;5;4;6;3;3;8;9;16;3;2;3;3;7;126;26;15;37;3;4;0;1;7;4;0;3;4;3;1;4;28;36;74;36;41;
Menaces ou chantages dans un autre but;39;38;15;7;8;198;18;20;7;37;19;7;273;46;5;19;36;18;18;28;30;2;17;48;36;25;46;42;13;18;91;73;11;117;91;55;14;21;117;18;17;23;37;14;77;73;6;15;2;33;18;61;13;5;42;19;49;87;10;280;66;18;159;33;32;21;43;101;67;219;15;33;28;20;39;261;151;124;124;8;57;15;22;121;42;20;28;22;29;32;10;106;186;282;120;136;
Atteintes à la dignité et à la  personnalité;11;21;18;9;2;74;5;10;2;14;10;10;88;34;7;7;11;6;7;17;26;0;8;15;23;20;18;22;8;14;39;30;2;46;27;26;7;16;46;11;12;5;25;6;52;17;4;10;2;13;13;28;14;5;21;10;10;42;13;138;63;16;48;27;16;11;18;48;41;95;6;18;13;15;31;149;78;37;32;10;43;13;11;45;23;13;26;8;7;22;5;20;31;58;19;42;
Violations de domicile;2;4;2;1;0;25;3;1;0;7;5;0;21;8;2;4;8;3;4;10;9;0;1;5;10;14;1;9;1;0;8;12;0;12;10;12;1;6;7;0;3;3;6;0;12;6;1;1;3;2;1;9;2;1;6;0;4;6;4;23;7;3;21;4;3;1;6;12;9;16;3;4;6;4;6;29;19;13;19;7;5;4;5;9;4;7;3;4;4;1;5;9;10;30;13;8;
Vols à main armée contre des établissements financiers;0;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;4;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;4;0;2;0;0;0;0;0;3;0;0;1;0;0;0;0;2;5;4;9;0;
Vols à main armée contre des établissements industriels ou commerciaux;1;0;1;1;0;3;0;1;0;0;0;0;34;2;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;2;2;0;1;2;3;0;0;5;2;0;0;3;0;1;4;0;0;0;2;0;0;1;0;3;1;2;3;0;10;1;0;1;0;3;0;4;2;3;5;0;0;0;0;0;22;2;6;5;0;0;0;1;3;4;0;0;0;1;0;1;11;4;31;24;13;
