Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;1;0;0;1;2;1;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;1;0;1;2;1;1;3;0;4;1;0;1;0;2;0;0;0;0;1;0;0;1;2;1;0;3;0;0;0;0;0;0;1;1;0;1;2;4;0;0;0;0;1;0;1;0;0;2;0;2;0;0;0;0;1;2;1;0;2;0;0;3;0;0;1;0;0;0;0;1;1;3;2;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;0;2;1;0;0;1;0;0;0;0;0;1;4;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;0;2;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;6;2;0;0;1;1;0;1;2;0;1;0;1;0;1;1;9;0;0;2;0;0;0;0;1;4;0;0;0;0;0;0;1;4;4;4;6;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;84;102;54;21;16;263;34;79;12;68;52;19;364;129;7;50;81;41;22;97;72;7;45;101;92;86;74;133;11;46;146;207;12;207;182;159;40;83;217;37;29;29;78;15;206;144;21;49;12;70;58;144;29;43;147;24;72;192;46;592;196;30;298;87;42;21;79;234;130;417;39;69;75;60;106;616;237;307;294;34;126;48;33;215;67;46;35;41;57;58;64;346;346;564;292;407;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Séquestrations;0;2;0;0;0;2;0;3;0;1;0;0;5;0;0;0;0;0;0;3;1;0;0;1;4;0;5;1;2;0;3;1;0;4;3;3;1;0;1;0;0;0;1;0;1;4;0;0;0;0;0;1;1;0;1;0;2;2;0;14;1;0;3;0;1;3;1;2;3;9;0;3;0;1;4;21;2;6;4;0;3;1;0;2;2;0;1;0;0;0;0;7;5;12;7;9;
