Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;1;0;0;0;0;3;0;1;0;0;2;1;3;0;1;0;1;0;0;0;0;0;0;0;0;1;0;2;1;0;0;1;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;2;2;2;1;1;1;0;1;0;1;0;0;0;3;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;2;4;2;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Tentatives homicides pour d'autres motifs;0;0;0;0;0;1;1;1;0;0;2;0;10;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5;0;1;2;0;1;6;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;2;1;0;2;0;0;0;0;1;0;1;0;0;1;2;0;0;0;3;10;0;0;1;0;1;0;0;2;1;1;1;0;0;0;0;4;5;9;2;4;
Coups et blessures volontaires suivis de mort;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;86;165;57;24;27;329;58;102;20;75;82;30;740;150;24;64;139;47;38;82;79;15;60;119;100;181;98;192;19;21;200;282;12;343;288;213;46;122;258;34;59;48;144;22;289;159;22;69;9;122;69;215;39;39;204;32;121;243;41;957;254;54;577;143;109;31;123;214;160;578;46;57;116;82;128;738;351;387;304;43;220;74;55;377;140;67;64;69;62;84;46;335;323;840;372;439;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;2;1;0;0;4;1;0;1;0;1;1;9;4;0;1;2;0;0;0;1;0;0;0;0;1;3;2;0;1;5;2;0;3;1;1;0;0;6;0;0;1;3;0;4;4;0;0;0;0;0;1;0;0;1;1;1;1;0;11;3;1;4;0;0;1;0;3;1;4;0;1;0;1;5;12;5;2;2;0;0;0;1;3;0;0;0;2;0;0;0;9;3;13;2;4;
Menaces ou chantages pour extorsion de fonds;3;4;1;0;1;16;2;1;1;1;4;2;22;6;0;1;6;3;1;4;2;0;3;0;3;2;4;1;6;1;15;20;0;11;7;4;1;2;18;3;1;4;7;1;15;3;0;1;0;6;3;4;2;2;4;1;4;5;0;27;3;0;4;2;1;0;4;15;10;24;6;1;7;1;1;86;15;8;20;1;6;2;2;10;5;3;0;4;1;1;4;21;41;57;54;24;
Menaces ou chantages dans un autre but;44;67;27;14;7;148;15;34;5;31;44;14;341;36;3;39;54;36;22;35;30;4;33;44;47;29;37;74;14;26;86;115;3;135;114;46;13;37;118;10;29;30;55;11;111;68;10;23;5;36;26;83;19;17;50;8;32;86;10;367;64;23;140;47;38;23;50;130;69;236;7;25;54;22;42;311;141;121;143;12;52;25;25;156;63;33;14;26;38;41;16;137;183;285;137;159;
