Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;3;0;3;0;2;1;0;0;0;0;1;0;7;0;0;0;2;1;0;1;1;1;0;0;0;0;3;0;1;0;1;0;1;4;1;1;0;0;2;0;1;0;0;0;0;0;1;0;0;7;0;1;0;0;0;0;2;0;0;4;0;1;1;0;2;1;0;1;4;1;1;1;1;0;0;5;0;0;5;0;2;0;1;1;2;0;0;0;0;0;0;3;5;3;4;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;
Tentatives homicides pour d'autres motifs;2;1;1;2;1;4;1;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;1;0;0;2;3;0;0;0;5;0;0;0;1;0;6;1;0;1;0;1;1;1;1;1;0;0;4;0;1;2;1;0;1;0;0;1;1;0;3;2;0;0;0;0;1;6;3;5;2;0;0;0;1;2;2;0;0;0;2;1;0;8;0;3;1;8;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;2;1;0;0;0;2;1;0;0;0;1;0;1;0;0;1;2;0;0;0;1;0;0;1;0;1;0;0;1;1;3;2;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;2;
Autres coups et blessures volontaires criminels ou correctionnels;30;115;46;32;15;151;18;42;10;44;34;23;194;74;7;39;44;26;22;45;61;10;12;57;67;50;50;69;16;17;65;49;9;147;98;62;10;71;103;34;26;32;71;19;122;90;13;24;2;72;37;82;15;25;79;15;84;128;22;325;194;21;207;73;36;19;56;116;124;197;25;58;45;31;76;561;117;197;249;21;101;23;19;128;61;47;27;37;21;43;19;230;157;310;135;228;
Prises d'otages à l'occasion de vols;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;1;2;0;1;1;1;1;0;0;2;1;0;10;0;0;1;1;0;0;0;0;0;1;8;0;0;2;1;0;0;1;4;1;2;2;1;0;1;2;1;0;1;3;1;2;0;2;1;0;1;0;3;0;2;1;0;1;2;0;7;5;0;4;1;2;2;2;2;1;8;1;1;3;2;0;9;1;4;3;0;1;0;2;6;1;0;0;2;0;1;0;0;0;1;2;7;
