Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Homicides pour d'autres motifs;0;1;0;0;0;2;0;1;0;0;1;0;3;2;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;2;2;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;2;0;2;2;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Tentatives homicides pour d'autres motifs;0;0;0;0;0;4;0;0;0;0;1;2;1;0;0;0;3;1;0;1;0;0;1;0;4;0;0;2;1;0;1;0;0;1;0;1;1;0;0;0;0;3;0;0;1;0;1;0;0;1;0;0;0;0;2;0;1;1;0;4;0;0;1;1;0;1;0;0;0;1;0;1;0;0;4;2;0;2;2;0;1;1;0;0;1;0;0;1;1;0;0;1;2;1;4;7;
Coups et blessures volontaires suivis de mort;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;70;101;33;15;24;218;30;57;18;35;36;21;369;109;16;36;77;28;20;69;64;4;27;68;82;81;66;124;12;29;136;168;13;226;150;124;31;62;173;30;42;30;98;8;170;121;10;38;8;86;32;105;30;28;128;24;79;160;28;513;149;32;325;86;46;33;64;173;116;386;28;49;73;63;119;596;193;297;272;27;86;34;23;183;60;39;37;45;43;59;39;341;331;521;288;341;
Prises d'otages à l'occasion de vols;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;0;0;0;0;5;0;0;0;0;0;0;8;4;0;0;5;0;0;1;0;0;0;2;1;3;2;3;0;0;6;5;0;6;1;3;0;0;1;0;1;1;2;0;5;2;0;1;0;1;1;1;0;0;4;0;0;1;0;10;2;0;0;1;0;1;1;2;2;3;1;0;1;0;1;13;1;10;5;1;2;2;0;1;3;0;0;1;0;0;0;4;8;12;3;6;
Menaces ou chantages pour extorsion de fonds;1;5;1;4;0;25;3;3;0;6;4;2;27;1;3;2;2;5;0;3;3;1;0;3;1;8;8;5;0;1;10;9;0;17;7;5;1;1;15;2;2;4;4;0;14;5;1;1;0;1;2;3;2;0;8;2;2;6;1;17;7;1;12;4;3;2;2;9;11;19;0;4;7;0;10;78;11;26;18;3;6;1;1;8;4;3;2;6;0;3;1;31;50;48;45;45;
Menaces ou chantages dans un autre but;22;33;18;14;7;150;14;13;5;21;15;8;254;48;5;18;24;18;8;51;21;6;15;28;44;27;39;49;17;15;114;79;7;106;73;55;18;30;107;11;14;10;21;11;45;72;3;16;4;35;17;37;15;10;53;10;25;89;13;242;49;11;109;30;37;12;34;98;68;233;8;29;20;23;23;249;113;128;125;16;36;14;19;112;62;21;21;13;17;19;11;122;138;212;103;157;
Atteintes à la dignité et à la  personnalité;9;15;9;3;2;54;4;9;1;17;8;5;56;24;2;3;8;14;3;34;8;2;6;16;12;10;21;19;9;13;38;33;0;25;23;13;5;12;32;4;11;10;8;7;17;20;3;6;2;20;4;9;4;3;19;4;6;47;20;104;23;1;33;24;2;4;15;35;17;87;2;23;4;16;34;111;57;44;24;7;27;13;6;50;17;7;28;4;15;24;7;30;40;57;20;53;
Violations de domicile;3;3;1;0;1;19;0;5;0;2;4;3;25;3;0;0;10;2;3;1;8;1;2;4;2;10;9;13;2;5;6;14;1;11;10;14;3;5;8;0;0;3;1;1;19;7;1;3;0;4;7;1;3;2;6;2;5;9;2;19;18;2;16;5;6;3;4;9;8;11;2;4;2;7;10;25;5;13;12;3;13;4;1;8;5;5;6;5;2;7;0;13;9;17;7;15;
Vols à main armée contre des établissements financiers;1;1;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;5;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;2;0;3;2;0;3;0;0;0;0;2;0;2;0;1;0;1;0;10;0;1;2;0;0;0;0;2;0;0;0;0;1;0;0;4;8;6;6;5;
Vols à main armée contre des établissements industriels ou commerciaux;2;1;0;0;0;8;2;1;0;0;0;0;30;2;0;2;1;1;0;1;2;0;0;2;8;4;0;1;0;1;1;4;0;1;6;2;1;0;5;1;0;1;2;0;0;5;0;1;0;0;0;5;0;0;2;0;1;2;0;8;3;1;6;1;0;0;1;4;3;16;0;0;0;2;5;26;4;7;3;0;1;1;0;8;2;1;0;1;0;0;0;8;6;19;16;9;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
Vols à main armée contre des particuliers à leur domicile;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;2;4;1;2;2;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;2;0;0;
Autres vols à main armée;1;0;0;0;0;2;0;0;0;0;1;0;19;1;0;0;1;0;0;0;1;0;0;0;5;0;0;0;0;0;1;4;0;1;3;1;0;0;6;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;1;0;2;1;0;1;1;0;0;2;2;0;6;0;1;0;0;1;15;2;5;3;0;0;2;0;2;4;0;0;1;0;0;1;4;10;9;11;8;
Vols avec armes blanches contre des établissements financiers, commerciaux ou industriels;0;1;0;0;0;3;1;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;1;1;0;0;2;0;0;0;2;2;0;1;0;0;0;1;2;0;0;0;1;1;3;2;0;0;0;3;0;2;0;0;0;0;0;2;0;1;0;0;2;1;1;0;1;4;0;1;0;1;0;2;0;9;0;1;7;0;0;1;0;1;2;0;0;0;0;1;0;0;1;3;1;3;
Vols avec armes blanches contre des particuliers à leur domicile;0;0;0;0;0;4;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;0;1;1;2;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;4;0;0;0;1;0;1;0;1;0;0;0;0;4;2;2;1;0;1;1;1;0;0;0;0;0;0;1;0;1;5;3;3;2;
Autres vols avec armes blanches;2;4;1;1;2;11;2;1;1;6;1;3;58;4;0;0;1;4;0;6;5;0;2;4;0;8;2;2;0;0;9;19;1;20;13;4;0;3;29;0;0;2;2;0;10;4;0;1;1;2;0;5;0;0;8;0;2;6;0;23;13;0;17;3;4;1;4;17;6;29;0;0;3;0;2;160;23;18;30;1;4;2;0;9;3;0;0;1;1;0;1;31;37;47;30;51;
Vols violents sans arme contre des établissements financiers, commerciaux ou industriels;0;0;0;0;2;4;0;1;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;3;0;0;0;0;1;0;3;0;2;0;0;1;3;3;3;0;0;2;0;0;0;1;0;0;0;0;0;0;5;4;5;1;5;
Vols violents sans arme contre des particuliers à leur domicile;0;2;0;1;0;2;0;0;0;0;1;0;2;1;1;0;2;0;1;6;4;1;2;0;2;3;0;0;0;0;3;6;1;5;2;2;0;1;1;0;0;0;1;0;3;2;1;3;0;2;0;1;0;0;0;0;3;1;0;5;2;1;4;0;2;4;1;2;2;2;1;0;1;3;2;2;2;2;3;0;3;1;1;1;1;0;3;1;1;2;0;1;3;2;2;2;
Vols violents sans arme contre des femmes sur voie publique ou autre lieu public;3;12;3;5;2;176;1;2;0;9;9;0;389;10;1;4;15;2;3;9;5;1;7;12;6;12;14;11;1;1;36;54;1;63;85;18;4;10;41;2;1;5;17;1;51;20;1;5;0;13;2;30;2;3;25;3;3;22;1;168;45;4;59;12;14;0;10;45;29;130;1;7;2;4;13;574;70;70;119;3;13;5;4;43;26;1;4;7;8;7;1;102;163;513;150;226;
Vols violents sans arme contre d'autres victimes;7;7;8;3;4;104;4;6;0;22;7;2;424;13;1;6;12;5;0;8;11;0;3;10;17;17;16;16;1;3;46;69;1;67;54;36;4;21;68;0;2;9;21;1;68;31;0;7;1;15;2;41;1;8;24;3;6;33;1;240;62;2;65;9;10;6;25;61;22;103;0;9;8;7;32;560;109;104;168;3;33;6;5;37;26;3;17;12;9;10;10;149;166;305;201;182;
