Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;1;0;0;0;0;0;1;0;0;3;0;5;1;1;0;2;0;0;1;0;0;0;0;0;0;2;1;3;0;2;1;0;2;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;1;1;0;6;1;0;3;0;0;1;0;0;1;3;0;0;0;0;2;2;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;3;0;4;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
Tentatives homicides pour d'autres motifs;1;0;0;0;0;2;1;0;0;0;3;0;6;1;0;0;2;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0;3;0;1;0;0;0;0;0;0;3;2;0;2;0;2;0;0;0;3;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;2;0;0;1;3;0;0;3;2;3;1;2;
Coups et blessures volontaires suivis de mort;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;
Autres coups et blessures volontaires criminels ou correctionnels;52;81;52;28;27;282;53;52;16;98;45;23;350;131;6;34;139;55;33;98;56;8;38;103;116;72;63;128;27;47;132;186;27;240;187;110;29;98;182;33;54;40;79;27;193;109;33;38;8;71;65;123;30;38;131;26;118;194;35;557;213;34;299;71;86;23;135;172;166;322;27;69;81;60;124;375;279;293;207;27;109;31;45;246;85;73;31;42;68;72;40;242;286;464;246;266;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Séquestrations;0;1;1;0;0;1;0;1;0;1;0;0;1;2;0;0;2;0;0;1;1;0;0;0;1;0;2;0;0;1;1;1;0;2;3;4;0;1;4;0;1;2;0;0;3;3;1;0;0;1;2;2;0;0;2;1;0;3;0;4;4;0;1;0;0;1;2;1;0;8;0;0;3;2;2;9;4;4;3;0;5;1;0;2;2;1;0;0;0;0;0;2;7;3;4;8;
