Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Homicides pour d'autres motifs;0;1;0;1;0;1;1;0;0;1;0;0;4;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Tentatives homicides pour d'autres motifs;0;2;2;0;0;0;0;0;0;0;0;0;11;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;1;1;2;2;0;3;2;0;1;0;1;1;0;0;3;0;0;0;1;0;0;1;0;0;0;0;2;0;0;1;0;2;1;0;1;0;0;0;2;1;0;2;0;1;0;0;1;14;1;1;1;0;1;1;0;3;0;0;0;0;0;0;0;2;1;0;4;0;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;90;130;39;24;14;377;49;66;23;85;64;50;638;152;12;63;95;57;49;60;89;9;70;120;119;163;90;181;10;35;162;302;38;337;211;186;45;89;196;48;64;65;190;28;268;191;29;65;16;90;98;178;45;32;259;35;111;243;28;926;238;73;593;129;114;30;115;208;168;557;55;74;119;113;171;892;351;390;269;49;199;60;34;293;128;73;64;54;56;81;30;326;405;841;461;365;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;3;1;2;1;0;4;1;1;0;1;3;0;18;1;0;1;0;2;0;0;1;0;2;2;2;1;1;3;0;0;2;3;0;3;0;4;0;1;5;0;2;2;2;0;0;2;0;0;0;2;0;2;0;1;1;1;1;1;0;3;4;2;2;2;4;1;0;1;7;5;1;0;1;0;2;8;3;0;9;0;1;1;0;1;1;1;0;0;1;1;0;3;10;25;5;6;
Menaces ou chantages pour extorsion de fonds;4;3;0;2;1;10;1;1;0;4;6;0;38;4;0;0;1;3;1;5;5;0;2;2;4;9;3;3;1;0;10;28;0;12;6;7;4;8;10;1;4;0;4;0;10;8;1;2;0;4;1;4;2;3;5;0;3;6;1;30;11;2;5;9;3;1;2;3;11;14;2;2;8;5;7;167;16;11;28;3;5;4;2;4;3;4;0;3;2;6;0;36;51;75;92;20;
Menaces ou chantages dans un autre but;17;50;23;8;7;148;31;21;5;37;22;8;357;27;6;14;29;30;7;24;18;6;23;37;69;21;40;52;18;20;54;119;10;124;77;56;18;33;89;12;22;17;66;11;77;62;10;22;7;41;38;46;19;20;66;21;36;91;13;306;78;21;168;29;43;20;42;86;74;247;15;21;38;35;40;309;185;146;116;7;48;17;24;94;59;28;12;15;17;24;11;109;242;290;157;158;
Atteintes à la dignité et à la  personnalité;25;24;5;6;2;80;6;7;1;18;12;10;121;19;6;10;17;9;7;20;11;1;9;21;14;13;18;18;5;5;43;58;0;45;35;13;9;14;65;6;12;16;39;6;41;27;4;14;1;13;14;17;8;13;25;7;15;53;15;124;26;9;51;36;10;5;6;55;39;78;4;13;23;21;25;128;98;32;34;7;34;13;6;55;15;13;11;3;12;17;3;28;48;53;26;47;
Violations de domicile;2;4;2;1;0;26;3;1;1;4;2;1;29;4;1;1;5;2;3;3;7;0;3;5;7;0;2;6;1;2;11;20;1;15;9;7;2;7;7;2;3;2;10;2;13;9;0;4;0;6;7;2;5;1;9;2;5;4;1;31;3;4;9;6;1;1;7;4;6;15;2;3;3;2;11;35;12;15;10;6;5;0;5;13;2;10;3;0;0;1;0;9;11;20;13;17;
Vols à main armée contre des établissements financiers;0;0;0;0;0;2;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;1;2;0;0;1;1;0;0;1;2;3;2;2;
Vols à main armée contre des établissements industriels ou commerciaux;2;1;0;1;0;10;4;0;0;1;0;1;62;2;0;1;2;1;0;1;0;0;0;0;12;1;2;3;2;6;10;2;0;4;18;1;1;0;19;0;0;2;6;0;4;4;1;2;0;2;0;2;1;3;8;0;0;0;0;24;4;1;4;1;0;1;1;0;2;26;0;1;0;5;4;21;4;15;6;0;4;3;1;5;2;4;1;0;1;0;0;15;18;32;29;9;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;
Vols à main armée contre des particuliers à leur domicile;0;1;0;0;0;3;0;0;0;0;1;0;6;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;4;0;0;0;2;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;1;2;0;1;0;0;6;0;0;0;0;1;5;1;0;0;0;0;1;0;2;0;1;0;0;0;0;0;2;0;0;5;1;
Autres vols à main armée;1;1;0;0;0;5;0;0;0;0;0;0;25;0;0;0;2;0;0;0;1;0;2;2;4;1;0;0;1;1;3;2;0;1;1;0;0;0;7;0;0;1;3;0;3;3;0;1;0;0;0;0;0;0;2;0;0;1;0;4;0;0;1;0;0;1;2;0;1;1;0;2;0;1;3;11;1;9;2;0;1;0;0;6;2;0;0;1;0;2;0;3;3;13;5;7;
Vols avec armes blanches contre des établissements financiers, commerciaux ou industriels;0;3;0;0;0;1;1;0;0;1;0;0;3;1;0;0;2;0;0;0;0;0;0;3;1;1;1;1;0;1;2;13;0;1;2;4;0;0;2;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;18;0;0;2;0;2;0;0;4;0;0;0;0;2;0;10;1;1;0;1;1;9;2;10;4;0;1;1;0;2;1;1;1;0;1;0;0;5;13;15;5;10;
Vols avec armes blanches contre des particuliers à leur domicile;1;0;0;0;0;2;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;2;4;0;3;2;1;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;5;1;0;1;0;0;0;0;0;0;2;1;0;0;0;3;6;0;5;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;2;3;2;
Autres vols avec armes blanches;0;0;0;1;0;15;0;0;0;1;1;1;86;2;0;0;0;2;0;5;0;0;0;0;5;3;3;3;0;1;16;14;0;8;12;4;0;2;14;0;0;0;6;0;7;5;0;0;0;2;0;3;0;0;9;2;0;5;1;19;4;0;4;1;0;0;3;2;3;20;1;1;2;1;7;139;4;25;17;0;2;0;1;3;2;1;0;2;1;1;0;20;40;35;27;50;
Vols violents sans arme contre des établissements financiers, commerciaux ou industriels;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;1;0;0;0;0;2;1;1;0;2;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;3;0;2;1;0;0;0;2;3;5;0;0;0;1;2;5;1;1;1;0;0;0;0;0;3;1;1;0;1;0;1;0;5;9;3;7;
Vols violents sans arme contre des particuliers à leur domicile;1;3;0;0;1;3;0;0;0;0;1;0;5;3;0;0;2;1;0;0;0;1;0;0;0;2;1;0;0;0;7;7;1;1;1;1;0;0;2;0;0;1;0;0;3;1;1;0;1;3;2;0;1;2;4;0;1;3;2;5;1;2;3;2;0;0;4;0;0;1;1;0;2;0;3;10;3;1;2;2;0;2;0;0;0;0;0;1;0;0;0;4;4;4;0;4;
Vols violents sans arme contre des femmes sur voie publique ou autre lieu public;3;10;3;1;1;151;1;3;0;4;23;2;468;16;2;4;8;4;0;16;7;0;3;6;20;7;12;7;4;2;58;117;4;55;83;27;0;14;30;2;1;8;23;1;18;29;3;1;0;7;0;19;1;2;38;4;4;20;0;174;28;1;31;13;18;7;28;26;18;130;5;8;6;15;23;841;72;147;101;4;25;9;2;53;30;4;3;3;5;4;6;74;276;799;241;128;
Vols violents sans arme contre d'autres victimes;8;8;5;5;1;121;0;6;4;9;14;0;379;17;1;1;12;7;1;17;8;0;4;5;24;14;17;11;1;3;47;96;0;70;80;25;3;10;34;1;3;8;26;3;26;31;2;6;0;7;1;24;6;2;31;3;13;40;0;248;37;2;37;17;14;9;22;40;13;136;2;12;13;14;18;680;88;161;144;5;22;5;7;43;28;1;4;6;1;5;6;111;216;634;246;142;
Cambriolages de locaux d'habitations principales;116;75;29;21;5;425;44;40;20;49;95;37;1 439;80;2;65;174;41;19;84;49;4;78;92;179;173;164;59;15;16;519;542;29;388;456;133;16;119;476;36;100;66;175;15;219;199;19;68;0;72;30;178;35;30;177;20;96;207;22;929;266;34;231;74;133;47;180;251;222;489;41;73;47;114;158;889;265;596;526;37;90;84;51;334;336;38;72;47;77;58;36;487;509;892;637;501;
Cambriolages de résidences secondaires;9;12;3;6;6;42;9;2;1;8;6;2;21;7;0;6;33;8;8;11;11;0;16;1;7;16;12;21;22;1;32;15;5;36;29;10;10;10;26;7;18;8;7;6;10;18;3;8;0;7;10;3;1;1;5;5;14;2;3;11;12;3;3;4;18;2;18;4;6;6;4;10;8;6;14;15;4;11;4;6;5;8;12;55;20;36;4;6;9;18;1;7;3;8;2;4;
Cambriolages de  locaux industriels, commerciaux ou financiers;60;28;16;10;6;121;26;15;11;51;34;25;260;24;3;29;80;35;19;46;37;1;46;42;86;49;34;68;17;15;98;144;16;152;142;117;26;36;248;25;18;30;95;18;160;69;16;38;2;76;50;45;9;24;118;20;94;67;15;236;72;26;65;64;52;18;50;55;58;234;31;33;38;83;113;350;91;108;64;28;40;36;29;97;54;38;30;17;46;35;7;80;73;143;110;79;
