Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;6;0;0;0;0;0;0;0;1;0;1;1;7;1;0;1;3;0;0;1;0;0;0;0;0;1;0;2;0;0;3;0;0;1;1;2;0;0;1;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;2;0;0;3;1;1;0;2;1;1;1;0;1;1;0;0;3;0;0;1;0;2;0;0;1;0;0;1;0;0;0;0;2;1;1;0;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;0;0;0;0;0;1;0;1;0;0;1;0;3;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;3;1;2;3;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;3;2;1;0;0;0;4;5;0;0;0;1;1;4;0;1;6;0;0;2;0;0;1;0;0;2;1;0;2;3;3;5;3;0;
Coups et blessures volontaires suivis de mort;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;82;137;45;29;19;319;50;43;19;65;64;36;546;121;23;46;85;46;35;90;100;13;61;141;107;153;91;151;12;29;169;246;22;326;208;206;46;101;229;24;66;57;135;36;214;155;29;49;7;84;76;109;45;41;154;35;114;181;48;734;214;47;514;76;87;36;113;227;181;495;39;98;98;83;127;754;323;341;296;39;179;50;37;205;98;66;50;61;70;82;27;343;339;701;351;420;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Séquestrations;0;0;1;0;0;2;0;0;0;0;0;0;11;2;0;2;2;0;1;1;2;0;1;0;2;1;0;1;1;0;2;2;0;5;1;4;0;0;1;0;0;1;2;0;1;6;0;0;0;1;2;2;0;1;1;1;1;2;0;12;1;0;4;2;0;0;1;5;2;5;0;1;1;0;4;11;5;5;8;1;3;1;1;3;1;1;1;0;0;0;0;4;6;8;5;10;
Menaces ou chantages pour extorsion de fonds;3;5;1;1;0;14;2;1;0;0;3;2;26;0;0;1;1;3;1;6;2;0;2;6;2;11;0;7;1;3;8;19;1;16;6;9;1;4;15;1;0;2;7;3;16;8;2;1;0;1;2;5;2;1;4;3;6;5;1;13;7;2;5;5;2;0;4;9;10;21;3;5;2;3;8;106;27;23;47;3;8;3;1;4;2;4;1;1;2;3;5;29;54;76;55;49;
Menaces ou chantages dans un autre but;35;36;21;11;8;179;24;19;6;21;14;10;289;39;7;26;38;21;10;51;30;6;19;49;36;36;40;35;12;26;82;68;6;134;94;43;12;38;89;11;11;12;51;7;76;63;9;18;2;33;28;41;13;7;43;16;18;103;11;296;65;16;144;34;19;24;55;83;96;257;13;16;41;43;36;275;184;119;123;10;37;23;21;104;61;20;15;23;26;29;8;120;170;231;105;118;
Atteintes à la dignité et à la  personnalité;23;22;18;5;1;92;2;12;4;15;19;13;68;22;7;11;15;10;8;23;15;2;5;20;17;22;19;22;14;12;47;26;5;50;41;24;5;13;57;7;10;5;25;9;33;5;11;8;3;22;18;21;6;4;22;5;14;57;15;104;42;16;49;25;19;9;19;56;32;78;5;15;17;14;20;109;103;45;31;10;34;5;5;40;32;6;26;5;18;14;8;14;50;50;30;49;
Violations de domicile;24;5;1;5;2;21;5;1;0;1;6;0;24;7;0;2;6;3;1;12;4;0;1;5;5;11;4;9;1;1;8;13;2;12;11;9;3;7;6;4;3;0;9;2;13;4;1;4;0;6;1;8;5;2;5;1;11;5;1;28;12;4;12;6;1;2;5;11;13;14;1;4;5;3;6;26;13;10;12;1;2;3;2;15;5;11;3;2;2;4;0;7;6;10;5;6;
Vols à main armée contre des établissements financiers;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;1;2;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;5;0;4;6;2;
Vols à main armée contre des établissements industriels ou commerciaux;3;0;2;0;0;6;3;0;0;1;2;0;49;0;0;0;0;0;0;0;0;0;0;0;8;4;0;1;2;1;4;6;0;0;2;1;0;0;8;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;5;1;0;5;0;14;4;0;1;1;1;0;4;2;1;11;0;1;2;1;2;31;2;10;7;1;0;0;0;5;4;0;0;1;2;0;0;21;6;44;40;21;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vols à main armée contre des particuliers à leur domicile;1;0;0;0;0;1;3;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;3;0;0;3;0;2;0;0;0;4;1;0;0;0;2;1;2;3;1;0;0;1;0;0;0;0;0;3;1;1;
Autres vols à main armée;2;0;0;0;0;2;0;0;0;1;0;0;25;0;0;0;0;0;0;1;0;0;0;0;3;3;0;0;0;0;6;1;1;1;1;0;0;0;2;0;2;0;2;0;2;2;0;0;0;0;0;0;1;0;1;0;0;1;0;4;2;0;3;0;1;0;1;2;1;1;0;1;0;0;1;10;0;5;6;0;2;0;0;3;1;0;0;0;0;0;0;5;4;17;4;5;
