Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;2;1;1;0;3;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;4;1;0;2;0;0;1;1;0;0;1;0;0;4;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;2;0;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Tentatives homicides pour d'autres motifs;1;0;3;0;0;0;0;0;0;0;0;0;3;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;2;0;0;0;0;1;0;0;0;7;0;0;1;0;0;2;1;2;0;1;0;0;1;0;7;1;0;3;1;1;0;1;0;0;1;0;0;0;2;1;3;3;0;1;0;0;1;0;1;2;1;0;0;0;0;0;1;1;3;3;4;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;85;190;34;23;21;318;45;78;26;78;48;35;672;129;12;71;96;56;42;84;79;15;60;81;77;177;70;164;18;16;155;249;25;355;223;223;32;95;235;33;46;59;135;19;225;166;28;48;8;113;57;148;56;45;178;29;99;205;31;848;210;44;509;120;89;35;101;214;151;488;40;78;110;101;133;839;313;390;311;57;201;43;53;212;130;58;61;56;74;93;26;337;331;753;400;468;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;1;0;5;0;0;5;0;0;0;0;1;0;13;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;0;0;2;3;0;2;3;2;0;0;0;0;1;0;0;0;5;2;0;0;0;1;0;2;0;1;2;0;0;4;0;10;1;0;3;1;0;2;0;7;0;6;0;0;1;2;0;18;2;2;2;0;0;0;2;4;1;1;1;0;0;1;1;4;1;14;2;9;
Menaces ou chantages pour extorsion de fonds;2;6;1;1;0;22;1;2;2;5;1;1;36;3;0;1;5;7;2;5;4;0;3;4;3;2;3;6;0;0;7;20;2;9;11;9;1;4;23;4;0;3;3;1;7;8;2;3;0;3;0;5;0;1;1;2;5;4;6;20;14;0;13;4;7;4;7;17;7;24;0;7;4;5;6;100;16;20;27;5;3;4;2;6;10;3;4;1;1;6;5;34;44;53;52;39;
Menaces ou chantages dans un autre but;28;43;20;16;6;199;15;22;3;24;31;12;291;42;3;14;45;19;8;38;30;4;27;40;46;46;38;39;14;22;79;81;6;116;70;61;18;36;86;9;13;23;30;8;64;82;9;8;3;25;31;73;23;9;40;10;28;96;11;358;59;18;158;46;40;15;61;89;68;209;9;28;41;32;46;332;168;125;139;6;69;12;25;127;84;31;19;12;27;18;9;130;136;256;108;186;
