Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;1;0;0;0;0;3;1;1;0;0;0;0;1;0;0;2;2;1;0;0;3;0;0;0;1;1;0;0;0;1;1;0;0;2;3;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;0;0;2;5;1;0;0;0;0;1;0;3;0;0;2;0;0;0;0;1;0;3;1;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;
Tentatives homicides pour d'autres motifs;0;0;0;0;0;4;0;0;0;0;0;1;6;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;2;1;1;0;0;7;0;0;1;5;0;1;0;2;0;6;2;2;5;0;0;1;0;0;0;1;0;0;2;0;0;1;1;1;1;1;0;0;0;1;1;0;2;0;0;0;5;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;3;2;3;2;1;
Coups et blessures volontaires suivis de mort;0;1;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;93;194;50;32;17;389;49;68;23;81;75;52;647;154;18;67;99;54;31;93;114;19;42;121;144;203;93;212;21;23;200;340;31;344;286;181;33;118;320;46;57;55;143;31;273;183;24;67;11;127;70;189;43;54;180;61;123;250;75;1 044;250;66;652;138;107;35;137;257;180;566;36;107;117;91;169;954;344;455;298;47;195;62;56;252;116;87;63;88;72;85;38;430;373;821;449;451;
Prises d'otages à l'occasion de vols;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;0;1;0;0;2;0;0;0;2;0;0;14;0;0;0;1;0;0;0;2;0;1;2;0;1;1;2;0;0;1;3;0;4;1;1;0;1;1;1;1;0;0;0;5;2;0;0;0;0;0;1;1;0;0;0;1;3;0;7;3;0;4;1;0;0;2;3;2;5;1;1;1;2;3;13;8;6;3;0;1;2;1;1;1;0;1;0;0;0;0;6;2;10;8;11;
