Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;
Homicides pour d'autres motifs;1;2;2;0;0;0;0;0;0;0;2;0;5;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;2;1;2;1;0;0;2;0;1;0;2;0;1;0;1;0;5;2;0;1;0;0;0;2;0;2;3;0;0;2;0;1;2;0;2;1;0;0;0;5;0;0;0;1;0;3;1;6;5;0;4;1;2;0;1;3;2;0;0;0;0;0;0;2;3;3;2;2;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;
Tentatives homicides pour d'autres motifs;0;1;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;3;2;0;2;2;0;1;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;2;2;0;3;1;0;1;0;1;0;0;3;0;3;0;1;3;0;2;8;3;0;8;0;0;0;0;4;1;0;0;0;0;0;0;4;7;3;2;4;
Coups et blessures volontaires suivis de mort;0;1;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;1;0;0;3;1;2;2;1;1;0;0;0;0;0;1;0;0;1;0;1;1;3;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;24;68;24;9;15;154;31;36;7;41;31;11;199;60;10;32;41;36;10;50;30;12;18;60;62;73;60;97;14;35;46;52;4;171;120;66;9;82;88;24;16;22;62;4;131;74;6;22;4;63;14;59;28;21;102;28;36;133;18;265;111;18;186;56;48;22;46;153;91;218;29;32;33;31;72;653;209;245;273;9;77;17;12;124;65;17;21;17;39;40;20;197;198;332;154;276;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Prises d'otages dans un autre but;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;2;1;1;0;0;3;0;0;1;1;2;0;4;0;1;0;0;2;4;1;0;0;0;3;0;0;1;0;1;0;1;1;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;6;1;0;0;5;0;0;0;1;0;2;0;0;0;1;3;18;4;3;2;1;0;0;0;3;3;0;0;0;2;0;0;3;1;4;1;6;
Menaces ou chantages pour extorsion de fonds;8;6;4;1;0;18;3;3;1;1;3;3;15;2;1;3;3;1;2;6;2;1;0;7;2;13;12;4;1;3;3;5;1;9;10;7;1;6;6;4;2;2;7;0;6;7;1;4;0;4;4;4;1;1;6;2;2;6;1;21;8;2;2;7;1;2;3;3;9;20;5;6;3;8;2;29;9;21;29;0;3;5;2;6;5;2;1;2;2;5;5;16;12;33;12;20;
Menaces ou chantages dans un autre but;10;32;4;7;5;87;7;16;2;21;9;3;118;21;3;9;10;5;8;25;13;2;15;11;25;17;15;25;20;9;19;21;2;38;67;14;4;16;36;8;4;8;15;5;26;35;3;23;3;34;5;23;7;5;10;10;14;47;9;102;31;12;44;26;32;7;32;62;55;85;9;11;11;19;19;92;58;57;93;4;37;2;12;44;24;6;13;3;21;11;10;59;69;80;47;79;
Atteintes à la dignité et à la  personnalité;15;29;5;4;5;23;3;9;3;5;12;4;17;5;3;9;18;5;5;7;2;5;2;12;9;10;11;6;1;5;8;14;0;21;16;12;2;10;20;6;2;4;8;6;5;7;3;8;2;10;5;13;1;1;13;4;4;27;9;44;14;5;28;13;8;2;11;11;33;19;3;12;4;17;11;39;23;44;31;1;26;3;4;30;2;7;0;2;16;7;7;22;27;18;25;39;
