Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;2;1;1;0;0;1;0;0;0;1;1;0;2;1;0;0;0;0;1;0;2;0;1;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;2;0;1;1;2;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2;3;2;1;5;0;2;0;0;1;0;0;0;0;1;0;0;0;4;3;0;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Tentatives homicides pour d'autres motifs;1;6;0;0;0;1;1;2;0;0;0;0;3;0;0;0;0;1;1;0;0;0;1;2;2;0;0;0;0;1;2;1;1;3;1;0;0;0;0;2;1;1;1;0;1;0;0;1;0;5;0;1;0;0;2;0;1;0;0;9;2;0;0;0;0;0;0;3;0;1;3;0;0;0;0;12;2;4;1;0;0;0;0;2;1;0;1;1;0;0;1;6;0;7;3;4;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;68;92;41;13;17;194;42;50;19;74;63;13;296;92;9;27;53;49;12;68;48;11;33;95;96;75;73;127;10;39;88;173;13;160;163;117;22;77;153;29;18;35;96;14;170;142;7;40;4;73;38;114;39;31;127;38;64;170;24;434;171;32;293;78;52;25;67;251;135;303;46;54;72;67;102;429;184;292;209;20;107;48;30;155;59;59;24;32;45;55;29;270;304;512;334;364;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;
Séquestrations;2;2;0;0;0;4;0;1;0;1;3;1;10;1;0;0;2;0;0;0;0;0;0;3;1;1;1;0;1;1;1;3;0;1;2;2;1;0;2;0;0;0;1;0;7;1;0;0;0;2;0;1;0;1;3;1;0;0;0;10;2;0;2;1;0;1;1;4;2;3;0;0;1;3;0;16;2;4;11;0;1;0;1;1;0;0;0;1;1;0;0;8;5;10;3;9;
Menaces ou chantages pour extorsion de fonds;4;5;0;5;0;12;2;5;2;4;5;2;23;8;0;8;1;4;1;2;1;0;2;8;6;12;8;5;0;0;13;9;2;12;8;15;1;2;20;6;0;4;8;2;9;18;0;5;0;3;9;4;5;8;6;1;6;17;0;51;8;1;11;6;7;3;5;20;20;21;2;11;10;8;4;98;13;18;36;0;10;10;4;14;5;4;2;1;3;8;1;33;24;26;26;48;
Menaces ou chantages dans un autre but;21;37;22;19;10;94;13;12;6;30;23;11;216;32;3;4;19;27;9;30;15;1;14;61;52;24;20;41;9;16;54;82;7;80;102;44;6;37;74;8;2;7;33;6;31;64;1;14;7;23;9;40;6;2;22;17;16;55;6;259;54;3;83;34;25;9;57;124;106;156;8;26;28;26;35;208;111;138;110;6;59;27;21;70;44;14;17;8;20;21;10;80;120;179;93;161;
Atteintes à la dignité et à la  personnalité;7;16;10;10;7;28;4;9;5;10;8;2;47;9;5;4;14;9;4;10;5;6;4;24;6;15;8;20;1;4;18;16;2;26;21;19;6;21;23;4;3;3;20;6;20;18;1;8;6;8;12;19;5;6;23;11;17;21;3;116;25;2;35;13;9;3;14;69;28;33;6;11;9;18;10;47;56;63;28;5;29;16;4;29;14;14;5;5;8;5;6;34;34;38;21;42;
Violations de domicile;4;2;1;2;1;13;3;4;11;1;3;1;12;10;1;1;7;6;2;1;8;3;8;8;3;5;3;12;0;2;5;12;2;14;9;5;3;6;5;1;2;6;8;1;8;6;1;1;1;2;7;6;0;1;7;2;5;10;5;29;13;0;13;1;5;3;6;6;15;9;1;4;6;6;4;21;5;13;8;3;6;5;2;10;3;10;5;1;3;5;1;6;10;23;12;14;
Vols à main armée contre des établissements financiers;0;0;0;0;0;1;0;0;0;0;0;0;7;1;0;0;0;0;0;2;0;0;0;1;0;1;0;2;0;4;2;3;0;11;2;1;0;0;0;0;0;0;7;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;12;1;1;4;1;1;0;0;2;0;4;1;0;0;0;1;13;1;2;1;0;1;0;0;0;1;0;0;0;0;2;0;4;7;7;8;2;
Vols à main armée contre des établissements industriels ou commerciaux;2;3;0;0;0;28;0;0;0;1;6;0;30;1;0;2;1;1;0;4;0;1;1;1;4;4;2;2;2;1;10;10;3;3;11;5;0;0;4;1;0;0;10;0;6;2;0;0;0;2;0;1;0;2;4;0;3;7;0;11;5;2;8;2;2;0;1;5;2;21;0;0;0;1;3;52;3;11;5;0;3;3;0;5;0;0;1;1;2;1;1;21;20;33;25;9;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
Vols à main armée contre des particuliers à leur domicile;0;0;0;0;1;6;0;1;0;0;0;1;7;1;0;0;0;0;0;1;0;0;1;1;1;2;2;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;5;1;1;2;0;0;0;0;1;0;2;0;0;0;0;0;8;0;1;0;1;0;1;0;0;2;0;0;0;0;0;0;1;2;3;3;1;
Autres vols à main armée;2;1;1;0;0;5;1;1;0;0;1;0;26;1;0;1;0;0;0;0;1;0;2;1;3;3;2;0;4;1;6;6;0;4;4;2;0;5;7;0;0;0;2;0;2;3;2;0;0;3;0;1;1;2;0;0;0;4;0;15;5;0;1;1;2;0;1;4;1;21;1;1;0;1;2;42;4;6;5;0;2;0;1;8;5;1;0;0;0;0;1;16;19;21;16;24;
Vols avec armes blanches contre des établissements financiers, commerciaux ou industriels;0;0;0;0;0;1;0;0;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;1;4;0;0;1;2;0;0;3;0;0;0;0;0;4;0;0;0;0;2;0;1;0;0;1;0;0;0;0;5;2;1;3;1;0;0;1;1;1;6;0;0;0;0;1;11;5;1;4;0;8;1;1;0;0;2;0;0;1;2;0;3;11;6;6;1;
Vols avec armes blanches contre des particuliers à leur domicile;1;0;0;0;1;2;0;2;0;0;1;0;3;1;0;1;0;0;0;1;4;0;0;0;0;1;1;2;0;0;0;1;0;3;1;1;0;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;2;0;5;2;1;0;0;1;0;0;0;1;2;0;0;0;0;0;5;2;2;3;1;2;0;0;2;3;0;1;0;0;0;0;2;0;7;3;1;
