Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;1;0;0;2;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;2;0;0;2;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;1;1;1;2;0;0;0;1;2;5;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;3;1;2;2;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;1;0;0;0;0;2;1;0;0;1;0;0;6;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;3;1;1;0;1;0;1;1;0;0;0;1;0;1;0;2;0;1;0;0;1;0;1;0;0;2;0;0;0;0;2;1;0;3;0;0;1;0;1;1;3;0;0;0;0;1;4;0;3;2;1;1;0;0;1;1;0;0;0;0;0;0;2;1;6;3;1;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;
Autres coups et blessures volontaires criminels ou correctionnels;123;183;62;24;18;421;63;79;27;122;62;40;551;183;8;74;93;50;39;87;99;13;66;156;119;186;112;170;26;31;234;271;33;360;233;175;42;86;262;55;50;50;119;33;289;164;19;65;8;145;97;175;55;55;198;34;135;251;50;1 015;269;63;584;106;107;35;97;259;202;648;42;94;114;95;199;969;373;395;306;51;213;46;35;271;103;71;62;64;79;84;34;465;347;806;432;478;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;1;2;0;0;0;4;1;1;0;0;0;0;17;2;1;0;0;0;0;2;0;0;0;1;2;1;2;2;0;2;2;4;1;4;2;1;0;0;0;1;1;1;0;0;5;6;1;1;0;1;0;2;0;2;0;0;0;2;1;9;3;1;2;2;0;3;1;2;0;4;1;0;0;1;3;7;3;6;9;1;1;1;0;4;1;1;0;0;0;0;0;4;4;9;8;7;
Menaces ou chantages pour extorsion de fonds;1;5;1;1;2;26;4;3;0;3;5;3;30;4;1;1;3;3;0;4;4;0;2;3;3;9;5;7;2;0;12;17;2;8;5;5;0;6;25;2;2;0;2;0;8;10;3;0;0;5;1;5;5;3;3;0;1;10;1;20;6;2;10;2;6;2;4;15;12;18;2;3;2;0;6;129;15;16;31;3;6;0;1;10;3;1;1;3;1;3;2;41;39;62;44;39;
