Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;
Homicides pour d'autres motifs;0;0;0;0;0;2;0;1;0;0;0;1;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;2;5;0;1;3;0;0;0;1;0;4;0;0;0;0;0;0;4;0;1;0;0;0;0;1;0;2;0;0;4;2;1;2;0;1;1;0;0;2;1;0;1;1;0;0;2;0;0;3;0;1;0;0;1;2;0;0;0;0;0;1;1;3;1;4;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;1;1;0;0;0;1;0;0;0;0;0;0;2;3;1;0;0;0;1;2;0;0;0;2;0;3;0;4;0;0;0;5;0;0;0;0;0;0;2;1;0;0;3;0;1;1;0;0;0;0;1;3;0;0;1;0;0;1;0;2;1;0;3;1;0;0;1;4;1;2;0;0;0;2;0;9;0;2;2;0;1;1;0;3;1;0;3;0;0;0;0;2;3;3;6;3;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;
Autres coups et blessures volontaires criminels ou correctionnels;65;106;38;16;26;285;26;52;16;60;59;19;455;135;8;30;100;34;30;68;83;8;33;85;95;127;86;149;22;28;171;226;22;286;208;165;30;72;200;44;38;49;125;14;200;123;10;42;7;80;63;141;25;50;149;25;79;182;38;678;224;39;398;84;48;29;71;199;120;435;40;60;62;89;122;719;267;316;235;43;131;41;33;221;77;53;35;51;50;56;44;327;314;561;346;431;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;2;2;1;1;0;3;0;1;1;1;0;0;13;0;0;0;1;0;0;1;1;0;2;2;1;3;2;1;0;0;4;4;0;2;2;3;0;2;4;0;0;0;0;0;3;0;0;0;0;3;1;1;0;0;5;0;3;0;1;11;3;2;2;0;1;0;0;8;2;13;0;1;0;1;1;16;6;4;3;1;1;0;1;3;0;0;3;0;0;1;1;5;7;12;5;5;
Menaces ou chantages pour extorsion de fonds;5;7;4;0;1;11;1;0;0;2;2;1;40;8;0;1;3;7;0;3;4;1;2;10;5;11;5;8;4;0;10;5;0;6;2;0;2;1;22;5;5;1;4;0;10;16;1;0;0;4;2;6;2;0;4;0;3;6;2;31;12;2;11;2;3;2;0;17;17;28;2;6;1;2;3;136;15;37;35;0;12;1;1;7;5;0;3;6;3;6;2;41;64;68;54;75;
Menaces ou chantages dans un autre but;17;31;24;13;10;146;15;17;3;31;22;20;292;46;2;8;29;8;8;27;31;3;19;47;42;45;49;58;12;14;96;137;7;108;102;55;13;45;100;12;12;17;15;9;37;89;6;16;0;52;23;39;12;22;31;12;26;98;6;320;62;15;141;32;41;10;30;135;80;227;11;43;31;46;31;258;179;122;124;15;66;16;18;106;61;29;24;17;16;31;13;153;158;186;138;164;
Atteintes à la dignité et à la  personnalité;22;17;14;4;7;78;10;7;5;8;6;5;45;30;6;3;12;6;6;34;17;1;11;14;17;13;9;22;10;13;38;36;6;25;28;15;6;15;36;8;7;6;19;5;17;22;3;5;0;16;9;12;6;9;12;4;8;53;11;107;30;8;61;26;12;5;14;92;19;83;6;18;11;11;25;102;64;54;26;9;33;8;6;35;27;7;32;11;7;27;7;37;29;40;16;61;
Violations de domicile;4;2;1;2;2;21;7;4;2;6;4;0;14;10;1;3;7;3;5;3;6;0;3;4;6;4;3;10;1;0;13;9;2;9;11;10;1;2;6;2;1;3;5;2;20;8;3;3;1;2;5;2;2;3;9;1;7;7;1;22;3;1;11;5;7;2;4;10;4;15;3;3;1;4;14;30;20;8;16;4;6;2;1;12;11;5;9;0;3;2;1;16;14;20;5;15;
Vols à main armée contre des établissements financiers;0;1;0;0;0;2;0;0;0;1;0;0;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;5;0;1;0;0;0;2;0;13;0;1;5;0;1;0;0;0;1;0;0;0;0;0;0;1;3;5;3;3;
Vols à main armée contre des établissements industriels ou commerciaux;2;4;0;1;0;9;1;2;0;1;1;0;44;1;0;0;1;0;0;3;1;0;0;0;4;0;0;0;1;0;4;4;0;4;2;2;0;0;8;0;0;0;0;0;1;2;0;0;0;2;0;1;0;0;9;0;2;0;0;17;4;0;10;1;0;0;0;4;0;16;0;0;1;2;1;29;8;9;8;0;2;2;0;9;1;1;0;1;0;0;0;17;13;35;15;12;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Vols à main armée contre des particuliers à leur domicile;2;0;0;1;0;1;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;2;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;2;2;0;2;0;0;0;1;1;0;2;1;0;0;0;0;4;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;6;2;2;
Autres vols à main armée;0;0;0;0;0;1;1;1;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;7;5;0;4;3;2;0;1;3;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;1;3;5;1;5;0;6;0;0;2;2;7;0;1;0;2;1;17;3;6;6;0;0;1;0;1;5;1;1;0;0;0;0;8;8;9;7;11;
