Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;0;0;1;3;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;2;0;1;0;1;0;1;0;0;2;0;1;0;5;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;2;1;2;0;1;0;1;0;2;0;1;0;0;0;1;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;2;1;3;2;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Tentatives homicides pour d'autres motifs;1;0;0;0;0;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;1;0;4;1;2;0;0;0;1;1;0;1;0;0;0;0;3;0;0;1;1;0;1;2;0;0;0;1;1;1;0;0;2;0;0;0;0;3;0;0;1;0;1;0;0;1;1;6;1;0;0;1;0;5;1;0;2;0;0;0;0;2;1;0;0;0;0;0;0;26;5;3;2;3;
Coups et blessures volontaires suivis de mort;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;104;111;52;36;21;340;40;52;27;115;56;43;482;138;14;47;97;63;35;75;79;14;45;93;91;175;98;149;28;19;198;235;28;322;223;156;47;97;269;55;39;52;111;25;241;151;23;42;11;99;66;126;48;41;147;27;104;224;46;824;242;65;486;117;102;39;108;228;183;496;48;88;103;95;154;810;299;322;267;63;154;59;34;217;119;59;46;59;57;74;35;367;384;711;374;388;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Séquestrations;3;2;0;1;0;4;2;0;0;1;0;0;7;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;4;0;0;2;0;1;0;3;2;0;0;0;0;3;4;0;0;0;1;0;0;1;0;0;0;0;0;0;5;3;0;3;2;0;1;1;1;2;6;0;0;1;0;0;12;1;4;3;0;0;1;0;2;2;0;1;0;0;1;0;6;4;10;4;4;
