Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Homicides pour d'autres motifs;0;0;1;0;0;4;0;0;2;0;1;0;3;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;4;0;3;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;2;0;0;0;1;0;1;2;0;0;0;0;2;2;0;0;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;3;1;2;
Tentatives d'homicides pour voler et à l'occasion de vols;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;
Tentatives homicides pour d'autres motifs;0;2;0;0;0;1;0;0;0;0;0;2;3;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;2;1;1;0;2;0;1;0;3;2;0;1;1;1;0;0;0;0;0;0;1;0;1;1;2;1;0;1;0;10;0;0;0;1;0;0;1;1;0;2;0;0;0;0;0;6;0;1;1;0;0;0;0;5;0;0;0;0;1;0;1;5;4;9;2;2;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Autres coups et blessures volontaires criminels ou correctionnels;71;110;38;32;16;261;43;50;20;82;39;20;320;118;4;40;90;47;15;92;95;10;25;93;106;88;73;119;24;28;101;146;16;177;131;112;27;75;183;24;37;37;95;13;170;120;17;42;8;96;60;133;37;24;158;29;86;192;28;567;193;27;272;77;51;16;89;224;157;409;41;48;85;48;97;424;182;294;279;25;98;35;25;207;73;50;28;49;61;93;32;282;305;548;297;308;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;2;0;0;0;4;0;0;1;1;1;0;13;3;0;0;0;0;0;1;1;0;0;1;1;1;3;1;1;1;1;4;1;3;2;5;0;1;5;1;0;0;0;0;0;0;0;0;0;2;1;2;0;0;2;0;1;2;0;6;1;0;1;0;0;0;1;3;3;3;1;1;0;0;1;26;6;7;4;0;3;0;1;2;0;1;1;0;0;1;0;3;5;14;2;9;
Menaces ou chantages pour extorsion de fonds;3;7;1;3;1;12;1;2;1;5;2;0;18;4;3;7;2;4;0;4;2;0;1;8;3;6;17;8;1;2;9;12;2;3;5;7;3;3;16;3;1;3;6;1;6;10;0;17;1;4;4;8;2;2;9;0;5;11;1;33;11;2;13;2;3;0;0;15;15;17;4;9;8;4;10;90;21;33;28;2;5;2;4;9;3;4;2;1;0;3;1;31;48;33;39;71;
Menaces ou chantages dans un autre but;17;25;18;10;7;129;11;11;17;28;12;9;234;33;1;12;28;19;7;47;24;5;8;50;46;27;7;50;9;13;82;92;10;90;89;54;17;18;82;12;11;10;36;4;48;78;5;18;3;19;17;35;13;7;35;8;15;73;11;299;47;11;75;31;23;10;34;68;89;184;19;39;58;15;19;191;110;96;112;13;54;17;15;85;83;18;18;17;13;26;12;97;135;179;108;134;
Atteintes à la dignité et à la  personnalité;5;13;7;12;2;51;4;8;2;9;6;5;56;14;3;1;13;16;2;40;12;3;3;38;6;12;10;10;0;8;19;26;5;31;13;10;6;22;21;5;4;5;10;3;25;33;4;5;1;7;9;15;5;5;11;1;8;27;6;92;21;4;43;18;14;2;8;40;25;59;8;11;5;10;13;62;43;54;25;6;24;11;5;35;12;7;19;7;2;16;3;28;21;51;21;51;
Violations de domicile;1;7;1;2;2;31;9;1;2;2;4;4;16;7;1;2;4;2;3;5;11;2;3;11;4;7;9;12;1;4;11;5;2;10;12;8;1;4;5;3;4;0;3;0;12;4;2;4;2;2;7;7;6;0;10;1;8;6;2;20;10;5;9;4;6;0;1;8;6;16;1;5;9;1;8;23;10;16;15;1;5;3;1;13;4;9;5;5;5;3;2;12;12;17;21;12;
