Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Homicides pour d'autres motifs;0;0;0;1;0;3;0;0;0;0;3;0;4;2;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;2;4;2;0;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3;2;0;1;0;1;1;2;0;0;1;0;0;1;0;0;2;0;0;2;0;3;1;0;2;1;1;0;0;0;0;1;0;3;2;2;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;
Tentatives homicides pour d'autres motifs;1;3;0;1;0;2;0;0;1;3;1;0;5;1;0;1;1;1;0;3;0;1;0;2;0;2;0;0;1;1;1;1;0;3;3;0;1;0;5;0;0;1;0;0;1;4;0;0;0;1;0;0;0;0;0;0;0;6;0;1;0;0;2;0;1;0;1;0;0;4;0;1;0;0;0;6;1;4;5;0;0;0;0;1;1;1;0;0;0;0;0;4;3;7;3;0;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;3;2;
Autres coups et blessures volontaires criminels ou correctionnels;55;76;27;15;11;302;36;68;21;60;51;37;365;125;9;34;75;47;26;82;56;12;35;86;106;104;58;126;24;42;102;143;7;160;186;105;15;87;141;26;42;31;82;23;149;153;29;51;6;77;50;136;43;24;105;25;66;171;26;348;127;41;271;85;62;41;80;302;154;281;46;68;62;49;99;486;168;320;237;16;119;50;22;236;78;90;15;29;51;69;32;235;317;493;277;298;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;3;5;0;0;0;3;1;0;0;0;0;0;8;0;0;0;1;1;0;0;0;0;1;1;2;0;0;2;0;1;4;3;0;3;1;1;0;0;2;0;0;1;0;0;3;5;0;0;0;1;0;0;0;0;1;0;0;1;0;5;1;0;2;1;0;0;0;3;3;6;0;0;0;1;1;15;2;3;2;1;0;0;0;2;2;0;2;1;0;0;1;6;4;5;3;7;
Menaces ou chantages pour extorsion de fonds;3;6;2;2;0;19;1;1;0;0;4;0;31;7;0;2;1;5;2;3;3;0;2;2;5;7;7;4;2;1;6;6;0;7;9;11;2;0;6;0;0;2;3;1;5;8;0;1;0;4;5;0;2;1;6;3;3;6;0;30;4;0;7;11;4;1;3;9;7;16;3;3;3;5;5;42;12;22;21;0;5;2;2;5;5;0;3;1;2;6;0;27;16;23;18;23;
Menaces ou chantages dans un autre but;13;18;17;11;7;133;14;12;5;21;23;9;187;19;0;8;19;22;15;32;13;1;8;46;48;27;20;41;12;16;44;47;5;73;80;48;16;32;67;11;11;12;29;5;23;78;3;11;3;30;9;39;6;12;21;7;15;70;10;182;43;3;45;46;36;13;39;103;105;145;7;12;12;18;12;164;78;99;104;8;46;22;22;95;44;21;11;11;11;10;7;55;69;142;85;118;
Atteintes à la dignité et à la  personnalité;0;10;4;6;4;32;6;11;2;3;7;1;40;25;2;4;6;14;5;18;9;2;3;34;7;5;9;12;1;0;12;16;0;18;20;10;1;8;15;3;4;5;12;7;13;18;3;4;1;17;4;21;1;6;19;3;4;27;3;102;18;3;25;21;14;3;10;33;19;38;8;8;9;5;9;46;54;44;26;3;14;12;4;44;17;14;11;8;6;8;6;11;20;19;18;32;
