Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;1;2;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;2;1;0;1;0;1;0;1;1;0;1;0;0;2;2;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3;1;0;1;1;0;1;1;0;1;1;3;0;2;0;1;1;0;0;5;1;1;2;1;1;0;1;1;3;0;0;0;0;0;0;0;2;3;3;1;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;
Tentatives homicides pour d'autres motifs;2;1;0;0;0;3;0;0;0;1;1;0;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;3;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;4;2;0;1;1;1;0;3;1;0;3;0;0;0;0;2;5;1;3;8;2;0;0;0;1;1;2;1;0;0;1;0;3;2;2;3;9;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;
Autres coups et blessures volontaires criminels ou correctionnels;44;78;26;12;24;207;31;33;10;70;40;11;275;103;5;32;56;48;15;78;50;8;25;93;70;75;57;121;16;21;83;118;10;190;147;99;19;86;165;28;21;36;79;26;140;108;8;36;5;90;32;111;21;17;144;32;47;143;15;422;153;23;236;80;67;31;93;352;140;317;18;65;75;48;76;414;167;261;215;20;147;40;34;172;61;55;21;28;48;65;25;196;238;411;235;315;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;3;0;0;0;0;3;0;1;0;0;0;0;6;1;0;0;0;0;0;1;1;0;0;0;1;2;2;0;0;0;1;2;0;0;2;2;0;1;1;0;1;0;2;0;2;6;0;0;0;1;2;1;1;0;1;0;0;0;1;8;4;0;0;0;1;0;0;6;1;2;0;2;0;0;0;17;2;3;2;0;5;0;0;1;2;1;0;0;0;1;0;6;0;12;5;4;
Menaces ou chantages pour extorsion de fonds;6;0;1;1;0;9;0;2;0;1;0;0;8;1;2;4;2;3;0;3;0;0;2;3;8;2;7;9;2;1;8;4;0;10;10;4;2;3;21;1;1;5;3;1;3;7;0;1;0;4;1;3;0;2;5;0;3;9;4;19;0;2;8;2;0;2;5;20;9;10;0;2;5;4;6;59;6;25;23;0;7;1;4;8;8;7;2;0;0;0;0;12;14;15;16;17;
Menaces ou chantages dans un autre but;8;20;18;13;6;81;7;6;8;32;10;2;178;22;1;2;17;14;5;40;13;6;6;27;38;18;4;39;21;9;19;37;6;57;61;32;5;27;53;17;1;9;14;16;22;61;2;12;4;23;9;16;5;7;21;10;14;46;3;182;30;3;67;30;17;12;28;118;86;107;7;15;30;12;13;143;89;89;60;2;59;12;12;74;44;13;15;9;18;19;6;54;54;125;60;105;
Atteintes à la dignité et à la  personnalité;5;13;2;7;5;20;5;5;1;5;0;3;25;9;0;2;13;2;2;11;4;1;0;7;3;7;2;5;1;4;4;8;6;15;9;8;3;9;11;3;3;2;9;3;11;22;0;5;1;10;7;9;2;5;12;2;4;22;2;72;16;4;29;17;11;5;6;47;28;31;1;5;4;12;10;44;45;40;18;2;11;9;4;26;11;13;3;1;3;4;3;6;15;9;16;19;
Violations de domicile;4;4;0;0;2;27;3;2;2;4;4;1;16;9;0;1;6;8;5;0;5;1;3;1;3;6;5;7;2;1;7;3;1;14;9;13;3;4;5;5;2;6;3;4;17;12;2;5;3;6;4;5;1;1;4;3;9;6;4;33;8;7;5;7;7;4;3;10;9;22;2;2;4;2;6;28;7;21;13;4;20;5;2;9;6;6;7;4;2;2;1;4;14;13;7;8;
Vols à main armée contre des établissements financiers;2;0;0;0;0;2;0;0;0;2;0;0;7;0;0;1;0;0;0;0;0;0;0;6;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;2;0;0;6;2;0;2;0;0;0;1;2;0;5;1;0;1;0;1;37;0;2;0;0;0;0;0;1;0;0;0;0;3;0;0;1;3;3;2;2;
Vols à main armée contre des établissements industriels ou commerciaux;1;3;1;1;0;6;0;0;2;0;1;1;34;0;0;1;0;1;1;0;1;0;0;1;1;1;0;1;2;9;5;8;0;0;5;0;1;0;3;0;1;0;6;0;0;2;0;0;0;7;0;0;0;0;1;0;2;1;0;13;0;0;1;1;3;1;2;10;2;14;0;0;1;1;2;42;1;15;2;0;1;1;0;4;3;0;0;1;3;0;0;12;14;28;24;5;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vols à main armée contre des particuliers à leur domicile;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;11;0;2;2;0;0;1;0;4;0;0;0;0;0;0;0;3;0;2;3;1;
Autres vols à main armée;0;0;0;0;0;2;3;0;0;1;0;0;14;1;0;0;1;1;0;1;0;0;0;3;1;2;0;1;2;2;1;2;0;3;5;1;0;1;1;0;1;2;3;0;2;1;0;0;0;0;0;1;0;0;4;0;2;3;0;14;1;1;6;0;0;0;0;3;4;13;0;1;0;0;0;30;1;2;6;0;1;0;0;1;4;1;0;0;2;0;0;10;4;12;8;8;
Vols avec armes blanches contre des établissements financiers, commerciaux ou industriels;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;1;0;0;1;0;0;0;4;0;7;1;0;0;0;1;0;1;0;0;0;0;0;1;0;3;0;1;1;0;0;1;0;2;0;2;0;0;1;0;0;13;1;3;1;0;1;0;0;2;0;0;0;0;0;1;0;3;4;9;6;2;
Vols avec armes blanches contre des particuliers à leur domicile;0;0;0;0;0;1;0;0;0;0;1;0;4;0;0;0;0;0;0;1;0;0;1;0;1;0;2;0;0;0;3;1;0;0;4;2;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;1;1;2;0;0;1;0;0;0;0;2;0;2;0;0;0;1;0;2;2;1;1;0;1;0;0;0;2;4;1;1;0;0;0;0;2;5;1;0;
Autres vols avec armes blanches;0;4;0;1;1;19;0;1;0;1;0;1;27;5;0;0;5;1;1;6;1;0;2;2;2;5;3;3;0;0;16;29;1;21;23;6;1;2;14;0;1;3;6;0;12;5;1;0;0;1;3;6;0;1;8;1;0;5;0;32;12;1;23;6;4;0;6;29;5;43;0;1;4;3;4;182;22;10;26;1;20;2;0;7;3;1;2;3;1;1;0;31;38;55;38;53;
Vols violents sans arme contre des établissements financiers, commerciaux ou industriels;0;0;0;0;1;2;1;1;0;1;0;1;4;0;0;0;1;0;0;0;2;0;1;1;2;0;0;1;0;0;0;2;0;4;2;2;0;2;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;4;2;0;1;0;0;1;4;4;0;3;0;0;0;3;1;4;0;2;1;0;2;0;0;1;2;0;2;0;0;0;0;3;2;8;8;2;
Vols violents sans arme contre des particuliers à leur domicile;2;0;0;1;0;1;0;1;0;2;1;0;2;3;0;0;1;0;0;2;1;1;1;2;0;1;1;3;0;0;2;5;0;1;2;4;0;0;0;0;1;1;0;1;7;4;0;2;0;2;1;2;0;0;1;0;1;1;0;6;2;0;9;0;0;3;0;2;0;0;0;1;0;2;1;3;1;5;1;0;2;0;0;3;1;2;3;2;0;0;0;4;7;4;1;2;
Vols violents sans arme contre des femmes sur voie publique ou autre lieu public;1;5;5;0;0;212;1;2;1;7;5;2;173;10;0;0;6;1;2;4;4;0;1;12;11;7;14;5;3;3;42;42;1;49;53;24;1;13;34;8;2;1;14;0;22;9;1;5;1;9;1;18;5;0;10;1;6;17;2;141;20;2;79;10;14;6;20;50;7;91;4;6;7;2;9;545;47;45;92;0;11;5;2;42;23;6;2;5;2;11;6;40;193;219;120;89;
Vols violents sans arme contre d'autres victimes;7;6;4;2;4;197;3;6;1;16;4;0;176;24;0;1;16;4;2;21;8;1;3;16;12;26;20;20;5;1;43;40;1;60;70;40;5;20;27;1;6;17;23;0;61;22;1;7;0;13;7;24;2;1;15;2;13;30;4;150;44;4;66;6;17;5;16;74;19;166;3;4;5;11;12;774;82;73;107;0;31;5;5;62;29;7;4;8;5;7;5;94;190;261;178;159;
Cambriolages de locaux d'habitations principales;112;75;54;18;11;698;19;27;12;37;69;26;819;58;8;79;108;44;23;78;102;6;49;58;79;102;54;116;16;11;168;237;12;297;312;142;34;77;191;26;42;40;185;10;302;138;14;47;6;71;23;80;11;18;141;15;96;153;32;737;159;23;259;85;81;22;109;151;108;460;22;55;47;61;161;1 205;214;318;320;10;102;59;59;255;189;64;46;25;29;42;19;265;296;451;404;344;
Cambriolages de résidences secondaires;23;14;17;9;7;171;15;12;7;9;27;12;26;30;7;7;45;11;4;5;29;5;23;6;17;33;10;26;35;13;22;13;3;48;95;23;10;16;24;14;38;6;18;17;56;32;18;7;2;14;8;19;4;4;4;5;30;18;7;28;31;6;40;20;11;12;34;7;5;18;10;22;16;9;59;9;15;42;9;6;15;12;9;234;32;34;16;15;12;21;7;16;0;1;0;7;
Cambriolages de  locaux industriels, commerciaux ou financiers;93;49;47;15;19;243;36;20;17;38;43;48;254;65;10;51;152;32;28;44;46;9;32;56;65;57;48;98;7;15;95;160;14;179;208;112;17;63;127;41;53;25;96;23;235;74;21;28;5;74;37;77;25;18;74;10;95;134;31;337;69;28;119;64;74;22;46;221;91;407;28;59;43;75;107;496;134;150;148;25;55;38;31;101;69;105;59;35;48;35;14;117;163;149;140;114;
Cambriolages d'autres lieux;61;45;32;8;12;169;17;19;14;43;33;11;278;102;8;45;94;52;36;63;36;2;24;71;69;62;73;111;8;6;75;114;2;142;146;79;14;75;173;24;27;27;125;18;199;88;16;27;4;85;29;93;27;41;113;8;55;97;29;452;81;25;184;55;64;16;29;209;83;359;15;41;54;57;43;369;181;136;157;50;79;20;28;105;46;57;41;52;28;28;8;159;210;126;187;89;
Vols avec entrée par ruse en tous lieux;6;6;9;6;3;59;1;5;2;2;15;11;72;6;2;4;13;1;0;12;15;0;5;7;20;5;7;13;2;2;17;13;0;30;36;13;3;5;20;6;7;1;11;1;11;9;0;3;1;10;6;5;3;2;8;9;8;10;5;29;7;33;15;7;16;6;7;14;8;42;2;11;2;16;18;122;14;29;15;5;7;1;0;34;11;9;1;2;6;0;3;18;36;52;21;23;
Vols à la tire;46;12;10;20;9;494;14;7;4;16;19;19;754;34;4;6;27;6;7;30;29;6;12;17;49;23;19;27;11;17;85;148;7;215;198;90;2;35;88;7;33;7;69;6;98;28;2;18;1;41;6;35;2;4;48;3;20;40;7;257;48;2;40;31;51;18;46;131;25;412;5;12;16;13;89;2 756;88;150;154;12;24;10;14;289;215;19;7;14;8;9;7;85;215;438;174;282;
Vols à l'étalage;14;37;59;1;5;62;5;12;3;14;18;17;107;59;6;9;18;22;6;39;27;1;31;44;29;28;30;59;2;4;30;18;4;73;55;35;18;15;37;14;5;14;66;8;52;40;8;9;3;45;26;37;4;16;43;9;25;98;11;167;53;9;122;29;44;8;10;79;63;155;8;31;32;29;48;229;110;223;125;14;47;13;6;48;26;35;17;16;17;17;16;61;139;183;136;61;
Vols de véhicules de transport avec fret;2;1;1;0;1;1;0;0;0;1;2;0;6;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5;0;3;1;0;0;0;1;0;3;2;2;0;1;1;0;0;0;0;1;0;0;1;1;0;2;0;0;0;1;0;2;1;0;0;0;0;0;1;0;1;0;0;1;1;1;2;1;0;2;0;0;1;0;2;0;0;0;1;0;0;0;7;2;2;
Vols d'automobiles;207;144;83;43;32;716;64;72;26;61;226;37;1 833;164;10;80;366;67;18;74;104;10;58;88;216;184;106;186;62;73;563;795;18;560;765;227;39;129;608;37;46;136;534;41;687;268;19;81;10;197;46;164;54;29;196;26;81;231;45;1 037;520;36;505;147;151;48;263;379;152;1 308;26;111;52;137;278;886;384;613;635;34;153;47;76;646;487;101;50;61;47;151;19;516;399;613;641;824;
Vols de véhicules motorisés à 2 roues;74;68;46;15;16;543;29;30;14;42;36;18;483;86;6;58;133;40;49;83;92;1;36;67;68;66;50;89;32;27;80;177;14;185;188;107;24;108;141;29;41;39;90;26;259;102;11;45;1;110;50;71;15;24;73;3;85;118;21;376;98;38;177;72;106;21;59;181;95;214;13;54;87;69;106;676;165;113;167;49;53;42;18;252;98;79;54;25;34;58;25;114;267;165;195;110;
Vols à la roulotte;345;193;95;148;67;1 762;256;137;41;132;492;112;2 401;375;40;140;627;132;119;241;304;20;140;377;313;261;354;433;161;165;1 197;1 036;32;1 022;1 705;492;60;265;806;124;364;163;389;62;918;682;57;187;58;281;121;327;101;63;399;83;362;733;63;2 155;448;73;722;218;420;126;573;985;342;1 387;46;162;212;197;496;2 189;584;787;859;122;249;109;104;1 768;875;301;168;106;91;199;49;580;1 174;1 223;875;732;
Vols d'accessoires sur véhicules à moteur immatriculés;84;67;64;15;23;364;48;78;14;77;126;18;716;217;7;97;211;84;20;69;67;7;44;70;130;118;95;149;19;31;88;198;13;338;200;163;30;189;263;57;94;102;254;14;446;193;20;52;1;180;65;96;25;47;204;25;108;180;60;537;207;25;417;130;130;66;142;384;145;970;32;77;91;107;125;466;462;526;688;28;82;53;19;262;115;124;86;38;32;69;18;517;510;583;707;640;
Vols simples sur chantier;14;15;4;6;1;9;4;14;4;2;7;3;32;12;1;7;15;4;6;7;21;0;9;4;6;13;9;15;7;3;46;17;4;51;15;20;3;9;28;4;6;9;17;1;30;30;4;7;3;17;7;8;1;1;8;6;9;29;5;56;14;2;36;17;8;3;13;23;11;34;5;15;4;4;19;16;18;38;21;6;11;1;5;17;14;12;16;3;4;7;0;19;36;22;21;23;
Vols simples sur exploitation agricole;5;14;6;4;4;1;4;12;3;7;9;3;4;7;4;10;17;5;5;2;3;4;14;5;9;12;4;5;0;0;19;5;3;10;10;6;5;1;9;1;3;6;2;8;16;16;1;9;0;12;8;5;2;0;3;6;2;3;4;10;10;5;20;22;8;4;10;11;9;6;1;5;4;4;4;0;7;3;0;2;10;1;4;4;7;5;7;10;3;12;0;2;0;19;0;1;
Autres vols simples contre des établissements publics ou privés;45;54;24;7;15;164;20;16;9;26;25;16;185;97;7;33;58;24;25;45;56;8;42;33;34;36;40;82;14;7;56;94;5;168;80;89;17;44;102;18;46;25;78;9;108;72;11;30;7;73;33;64;11;17;74;34;40;80;9;236;59;28;142;48;38;17;31;117;46;243;13;34;54;39;70;514;104;172;119;31;62;21;25;92;64;50;29;30;21;36;15;150;235;191;182;130;
Autres vols simples contre des particuliers dans  des locaux privés;149;110;54;44;31;364;61;61;25;76;156;59;618;197;15;56;305;62;45;126;128;20;69;79;156;133;42;179;59;30;210;264;7;438;466;261;53;137;336;48;126;62;126;26;265;168;23;68;17;160;74;137;51;48;169;47;181;231;57;857;248;49;443;142;191;55;221;280;118;442;54;123;154;182;262;721;378;475;324;45;149;56;70;437;177;189;107;50;73;117;44;264;500;435;333;359;
Autres vols simples contre des particuliers dans des locaux ou lieux publics;155;114;74;54;48;1 475;61;41;22;79;151;44;1 383;215;30;57;341;61;59;125;143;8;79;137;117;95;86;317;41;108;251;453;17;704;777;292;55;223;322;45;200;73;189;40;410;221;25;52;9;154;92;129;38;37;161;35;172;178;26;788;189;45;355;115;318;61;311;480;257;858;48;119;68;177;259;4 176;271;436;525;44;194;103;45;714;226;226;58;68;63;49;62;291;633;539;559;780;
Recels;13;4;7;3;0;65;7;29;6;39;11;5;126;23;0;2;18;10;5;14;8;2;3;14;44;9;9;25;3;2;32;63;3;46;36;21;4;7;24;6;8;8;12;5;34;17;4;11;0;10;9;12;3;3;22;5;8;20;3;147;21;4;58;17;31;3;7;76;22;109;3;6;9;17;22;212;43;60;62;2;8;5;2;34;22;12;9;5;0;7;1;40;64;125;136;64;
Proxénétisme;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;2;6;1;2;0;0;0;1;0;7;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;
