Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Homicides pour d'autres motifs;0;2;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;1;1;0;0;0;4;2;0;0;2;0;0;0;0;0;1;2;2;1;0;0;0;0;1;1;0;0;0;0;0;4;0;0;1;1;1;0;1;2;3;1;0;0;0;2;0;1;2;2;1;0;0;2;1;1;0;0;1;1;0;0;0;1;2;1;1;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
Tentatives homicides pour d'autres motifs;0;0;1;0;0;2;1;0;0;1;0;1;5;1;0;0;1;1;0;1;0;0;1;1;0;0;0;2;0;1;2;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;2;0;0;0;0;1;1;0;3;0;0;3;1;1;0;1;1;0;1;0;1;3;0;0;12;1;3;2;0;0;0;0;1;1;0;0;1;2;1;0;3;2;4;5;3;
Coups et blessures volontaires suivis de mort;0;0;0;1;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
Autres coups et blessures volontaires criminels ou correctionnels;72;108;42;13;22;335;52;73;17;76;60;29;512;138;18;56;104;48;30;87;86;11;60;104;127;137;101;154;12;29;131;231;29;301;218;170;35;108;229;34;51;47;125;27;239;160;24;53;3;120;58;201;46;31;137;29;83;206;52;682;191;29;401;83;57;26;106;189;170;539;39;78;80;62;118;815;269;379;321;42;164;59;50;269;80;60;40;57;52;70;35;379;398;722;390;492;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
Séquestrations;3;0;0;0;0;3;0;0;0;2;0;0;11;3;0;1;2;0;0;0;2;0;0;0;1;3;0;1;0;1;0;1;0;4;2;2;0;1;2;1;0;1;0;1;2;2;0;0;0;3;0;4;0;0;0;0;1;1;0;10;2;0;11;4;0;0;0;4;0;12;0;1;0;1;1;16;4;9;5;1;1;0;1;2;3;0;0;2;0;1;0;3;5;7;4;7;
