Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour d'autres motifs;0;0;1;0;1;0;0;0;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;3;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;2;1;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;
Tentatives d'homicides pour voler et à l'occasion de vols;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;
Tentatives homicides pour d'autres motifs;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;1;1;2;1;0;1;2;0;1;1;7;0;1;4;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;2;0;1;0;3;0;1;2;0;0;1;0;2;8;1;1;2;0;1;1;0;1;0;0;0;0;0;9;0;2;5;0;0;4;
Coups et blessures volontaires suivis de mort;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
Autres coups et blessures volontaires criminels ou correctionnels;89;120;88;25;22;401;67;56;34;97;104;35;641;151;6;63;139;74;35;96;103;13;73;118;104;127;84;156;37;34;181;223;33;358;275;199;42;58;211;39;96;44;114;25;277;119;31;73;10;97;71;157;45;51;137;26;161;210;49;789;164;47;506;101;84;54;151;239;192;438;52;75;106;105;150;692;268;316;243;57;156;61;44;325;136;89;52;73;55;80;30;270;281;623;267;320;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Prises d'otages dans un autre but;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;1;3;1;0;0;7;1;0;0;0;1;0;17;1;0;1;0;1;0;3;0;0;0;4;1;0;0;0;1;0;0;3;1;4;3;2;0;1;4;0;0;0;0;0;5;4;0;1;0;0;1;0;0;0;0;0;1;3;0;5;1;1;2;1;0;0;4;1;0;5;2;0;0;1;0;13;3;2;2;0;1;0;0;1;0;0;0;1;0;1;0;4;3;10;3;2;
