Index de l'Etat 4001;Ain;Aisne;Allier;Alpes-de-Haute-Provence;Hautes-Alpes;Alpes-Maritimes;Ardèche;Ardennes;Ariège;Aube;Aude;Aveyron;Bouches-du-Rhône;Calvados;Cantal;Charente;Charente-Maritime;Cher;Corrèze;Côte-d'Or;Côtes-d'Armor;Creuse;Dordogne;Doubs;Drôme;Eure;Eure-et-Loir;Finistère;Corse-du-Sud;Haute-Corse;Gard;Haute-Garonne;Gers;Gironde;Hérault;Ille-et-Vilaine;Indre;Indre-et-Loire;Isère;Jura;Landes;Loir-et-Cher;Loire;Haute-Loire;Loire-Atlantique;Loiret;Lot;Lot-et-Garonne;Lozère;Maine-et-Loire;Manche;Marne;Haute-Marne;Mayenne;Meurthe-et-Moselle;Meuse;Morbihan;Moselle;Nièvre;Nord;Oise;Orne;Pas-de-Calais;Puy-de-Dôme;Pyrénées-Atlantiques;Hautes-Pyrénées;Pyrénées-Orientales;Bas-Rhin;Haut-Rhin;Rhône;Haute-Saône;Saône-et-Loire;Sarthe;Savoie;Haute-Savoie;Paris;Seine-Maritime;Seine-et-Marne;Yvelines;Deux-Sèvres;Somme;Tarn;Tarn-et-Garonne;Var;Vaucluse;Vendée;Vienne;Haute-Vienne;Vosges;Yonne;Territoire de Belfort;Essonne;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Val-d'Oise;
Règlements de compte entre malfaiteurs;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
Homicides pour d'autres motifs;0;3;0;0;0;3;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;4;0;2;0;0;1;1;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;4;2;1;1;0;0;0;0;4;0;0;0;2;0;1;0;1;2;1;3;0;
Tentatives d'homicides pour voler et à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Tentatives homicides pour d'autres motifs;1;1;0;0;0;1;0;0;0;0;1;0;2;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;5;1;0;0;2;0;0;0;2;1;0;0;3;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;2;2;3;1;0;5;0;1;0;1;2;4;2;3;2;0;0;0;0;1;1;1;0;0;1;0;0;2;4;7;6;2;
Coups et blessures volontaires suivis de mort;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;0;0;2;1;2;2;0;0;0;0;1;1;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;
Autres coups et blessures volontaires criminels ou correctionnels;33;57;21;13;6;135;13;37;7;39;32;21;167;46;8;12;45;37;25;42;30;6;7;55;74;63;46;76;11;13;46;66;9;135;79;97;11;58;79;24;16;16;62;9;97;77;13;30;4;52;25;54;16;8;94;17;40;110;11;275;107;20;177;33;30;16;56;95;91;109;16;36;28;30;70;520;181;182;168;8;59;17;20;108;42;38;12;18;32;31;15;167;154;234;135;224;
Prises d'otages à l'occasion de vols;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;
Prises d'otages dans un autre but;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Séquestrations;0;1;0;0;0;3;0;0;0;0;1;1;4;0;0;0;1;0;0;0;3;0;0;2;1;0;3;1;0;0;0;3;0;3;4;2;0;1;1;0;0;1;2;0;1;2;0;1;0;0;1;0;0;2;0;0;0;0;0;11;1;0;1;0;2;0;1;2;1;3;0;0;0;0;1;12;4;0;4;0;0;0;0;3;0;0;0;0;1;0;0;3;1;9;4;3;
Menaces ou chantages pour extorsion de fonds;5;3;5;0;0;11;2;6;2;1;2;1;15;5;1;6;1;0;1;3;1;0;1;2;7;4;10;4;0;2;2;4;0;11;9;4;0;1;11;3;0;0;3;3;8;7;1;2;1;5;1;3;3;3;2;0;1;5;3;23;12;1;8;7;1;1;1;6;4;13;1;6;4;6;10;32;17;6;16;2;4;2;0;6;3;3;4;3;0;3;3;21;13;23;6;12;
Menaces ou chantages dans un autre but;10;25;5;12;2;73;15;12;8;9;6;0;91;23;1;5;19;10;4;19;13;4;15;27;27;15;23;28;10;3;40;21;6;33;60;24;6;19;46;17;4;4;12;1;39;27;3;10;0;26;7;17;7;6;25;8;10;27;6;117;50;3;17;17;16;9;22;33;44;57;11;18;12;23;16;83;63;49;65;7;51;8;16;39;16;9;7;1;9;11;10;32;44;80;51;101;
Atteintes à la dignité et à la  personnalité;14;24;7;3;3;25;3;3;4;3;7;1;26;6;2;7;14;10;1;6;5;2;5;9;10;8;9;8;2;0;11;11;2;20;16;9;6;16;18;9;2;7;6;4;15;7;1;2;0;12;2;11;3;5;16;2;12;21;7;25;17;3;15;17;6;4;4;12;20;14;16;9;2;10;8;33;35;32;28;4;21;5;4;16;3;5;2;4;12;7;8;17;23;18;16;24;
Violations de domicile;4;6;3;0;1;18;5;10;3;3;16;2;9;13;1;4;6;3;2;2;9;4;6;6;7;11;3;15;0;1;11;15;1;6;15;7;2;8;12;5;1;1;3;4;10;3;6;3;1;4;8;3;2;1;11;1;7;9;9;19;9;3;8;4;6;3;5;4;12;9;3;4;1;4;8;30;19;14;17;4;3;2;2;5;6;4;6;3;5;3;4;11;15;8;9;12;
Vols à main armée contre des établissements financiers;1;0;2;0;0;3;0;0;0;0;1;0;3;0;0;3;0;0;1;0;3;0;1;0;0;0;2;0;0;1;2;2;0;2;5;1;0;4;5;0;0;1;1;0;4;1;0;0;0;5;0;1;0;0;3;1;0;2;0;7;1;0;6;2;1;2;5;4;0;12;1;0;0;0;1;6;3;3;0;1;1;1;1;0;0;2;2;0;5;0;0;2;2;2;5;0;
Vols à main armée contre des établissements industriels ou commerciaux;1;1;1;7;0;11;2;0;1;0;1;0;16;1;0;6;1;2;0;1;0;0;0;1;5;2;0;1;2;1;6;8;0;1;4;2;0;1;1;0;0;0;2;0;1;4;0;0;0;3;0;4;4;1;1;0;0;5;0;15;2;0;4;1;0;0;4;2;2;25;0;0;2;0;2;51;5;6;16;0;0;0;0;3;7;1;0;1;1;1;0;13;9;18;16;7;
Vols à main armée contre des entreprises de transports de fonds;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;
Vols à main armée contre des particuliers à leur domicile;1;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;1;0;1;0;0;1;0;0;0;0;0;10;1;1;3;0;0;1;1;3;0;0;1;0;1;0;0;1;0;1;4;1;
